price,room_type,number_of_reviews,reviews_per_month,city
80.0,Entire home/apt,29,0.29,Barcelona
186.0,Entire home/apt,38,0.4,Barcelona
49.0,Private room,83,1.04,Barcelona
113.0,Entire home/apt,417,4.15,Barcelona
136.0,Entire home/apt,92,0.9,Barcelona
86.0,Private room,189,1.98,Barcelona
102.0,Entire home/apt,92,1.02,Barcelona
45.0,Private room,524,5.48,Barcelona
96.0,Entire home/apt,564,5.5,Barcelona
85.0,Entire home/apt,96,1.0,Barcelona
45.0,Private room,0,,Barcelona
185.0,Entire home/apt,404,3.92,Barcelona
68.0,Entire home/apt,262,2.54,Barcelona
67.0,Private room,157,2.18,Barcelona
80.0,Entire home/apt,107,1.04,Barcelona
181.0,Entire home/apt,37,0.4,Barcelona
100.0,Private room,3,0.05,Barcelona
55.0,Private room,2,0.02,Barcelona
53.0,Private room,42,0.97,Barcelona
130.0,Entire home/apt,260,2.66,Barcelona
33.0,Private room,58,0.72,Barcelona
80.0,Entire home/apt,256,2.48,Barcelona
69.0,Entire home/apt,147,1.44,Barcelona
281.0,Entire home/apt,66,0.65,Barcelona
70.0,Entire home/apt,8,0.09,Barcelona
48.0,Private room,191,1.85,Barcelona
79.0,Entire home/apt,462,4.55,Barcelona
50.0,Private room,0,,Barcelona
127.0,Entire home/apt,150,1.56,Barcelona
66.0,Entire home/apt,380,3.85,Barcelona
115.0,Entire home/apt,80,0.82,Barcelona
116.0,Entire home/apt,177,1.81,Barcelona
32.0,Private room,129,1.32,Barcelona
107.0,Entire home/apt,297,2.91,Barcelona
67.0,Entire home/apt,160,1.57,Barcelona
70.0,Entire home/apt,124,1.52,Barcelona
100.0,Entire home/apt,104,1.23,Barcelona
40.0,Private room,39,0.39,Barcelona
40.0,Private room,10,0.1,Barcelona
18.0,Private room,70,0.87,Barcelona
150.0,Entire home/apt,23,0.29,Barcelona
205.0,Entire home/apt,136,1.4,Barcelona
128.0,Entire home/apt,221,2.19,Barcelona
225.0,Entire home/apt,37,0.42,Barcelona
225.0,Entire home/apt,5,0.06,Barcelona
201.0,Entire home/apt,76,0.83,Barcelona
71.0,Entire home/apt,363,3.8,Barcelona
130.0,Entire home/apt,10,0.1,Barcelona
25.0,Private room,0,,Barcelona
80.0,Entire home/apt,52,0.54,Barcelona
20.0,Private room,30,0.31,Barcelona
157.0,Private room,12,0.15,Barcelona
207.0,Private room,11,0.12,Barcelona
283.0,Private room,14,0.15,Barcelona
201.0,Entire home/apt,47,0.5,Barcelona
145.0,Entire home/apt,18,0.22,Barcelona
100.0,Entire home/apt,338,3.95,Barcelona
130.0,Entire home/apt,362,3.58,Barcelona
83.0,Entire home/apt,348,3.5,Barcelona
136.0,Entire home/apt,116,1.16,Barcelona
147.0,Entire home/apt,59,0.61,Barcelona
71.0,Entire home/apt,139,1.49,Barcelona
134.0,Entire home/apt,2,0.02,Barcelona
200.0,Entire home/apt,71,0.86,Barcelona
147.0,Entire home/apt,96,1.0,Barcelona
299.0,Entire home/apt,91,0.92,Barcelona
64.0,Private room,143,1.53,Barcelona
88.0,Entire home/apt,286,2.82,Barcelona
123.0,Entire home/apt,115,1.15,Barcelona
120.0,Entire home/apt,94,1.04,Barcelona
38.0,Entire home/apt,31,0.39,Barcelona
35.0,Entire home/apt,7,0.09,Barcelona
99.0,Entire home/apt,445,4.4,Barcelona
106.0,Entire home/apt,250,2.54,Barcelona
27.0,Private room,1,0.03,Barcelona
110.0,Entire home/apt,36,0.44,Barcelona
197.0,Entire home/apt,412,4.08,Barcelona
28.0,Entire home/apt,2,0.05,Barcelona
157.0,Entire home/apt,62,0.63,Barcelona
543.0,Entire home/apt,181,1.84,Barcelona
100.0,Entire home/apt,405,4.03,Barcelona
39.0,Private room,32,0.46,Barcelona
160.0,Entire home/apt,169,1.76,Barcelona
89.0,Entire home/apt,263,2.68,Barcelona
134.0,Entire home/apt,142,1.62,Barcelona
15.0,Private room,54,0.59,Barcelona
70.0,Entire home/apt,303,3.04,Barcelona
163.0,Entire home/apt,121,1.3,Barcelona
108.0,Entire home/apt,451,4.58,Barcelona
109.0,Entire home/apt,239,2.46,Barcelona
68.0,Entire home/apt,137,1.43,Barcelona
193.0,Entire home/apt,187,2.15,Barcelona
198.0,Entire home/apt,43,0.45,Barcelona
270.0,Entire home/apt,96,0.96,Barcelona
210.0,Entire home/apt,93,0.95,Barcelona
460.0,Entire home/apt,189,1.9,Barcelona
134.0,Entire home/apt,39,0.39,Barcelona
190.0,Entire home/apt,33,0.33,Barcelona
275.0,Entire home/apt,225,2.62,Barcelona
85.0,Entire home/apt,170,1.71,Barcelona
199.0,Entire home/apt,152,1.58,Barcelona
71.0,Entire home/apt,436,4.46,Barcelona
264.0,Entire home/apt,62,0.61,Barcelona
78.0,Entire home/apt,32,0.33,Barcelona
80.0,Private room,130,1.33,Barcelona
26.0,Private room,88,0.9,Barcelona
149.0,Entire home/apt,220,2.21,Barcelona
167.0,Entire home/apt,255,2.87,Barcelona
173.0,Entire home/apt,1,0.03,Barcelona
102.0,Entire home/apt,7,0.21,Barcelona
141.0,Entire home/apt,122,1.23,Barcelona
134.0,Entire home/apt,199,1.98,Barcelona
110.0,Entire home/apt,87,0.87,Barcelona
79.0,Private room,0,,Barcelona
84.0,Entire home/apt,406,4.07,Barcelona
77.0,Entire home/apt,292,3.07,Barcelona
160.0,Entire home/apt,127,1.44,Barcelona
101.0,Entire home/apt,67,0.69,Barcelona
120.0,Entire home/apt,116,1.16,Barcelona
66.0,Entire home/apt,143,1.46,Barcelona
120.0,Entire home/apt,203,2.04,Barcelona
62.0,Private room,3,0.03,Barcelona
120.0,Entire home/apt,282,2.82,Barcelona
69.0,Entire home/apt,249,2.55,Barcelona
100.0,Entire home/apt,364,3.62,Barcelona
166.0,Entire home/apt,324,3.57,Barcelona
156.0,Entire home/apt,192,1.99,Barcelona
100.0,Entire home/apt,175,1.85,Barcelona
154.0,Entire home/apt,59,0.66,Barcelona
145.0,Entire home/apt,64,0.65,Barcelona
133.0,Entire home/apt,104,1.1,Barcelona
95.0,Entire home/apt,51,0.51,Barcelona
88.0,Entire home/apt,19,0.2,Barcelona
90.0,Entire home/apt,229,2.3,Barcelona
151.0,Entire home/apt,22,0.23,Barcelona
237.0,Entire home/apt,376,3.86,Barcelona
115.0,Entire home/apt,114,1.4,Barcelona
108.0,Entire home/apt,3,0.03,Barcelona
142.0,Entire home/apt,149,1.52,Barcelona
89.0,Entire home/apt,177,1.78,Barcelona
93.0,Entire home/apt,107,1.08,Barcelona
115.0,Entire home/apt,127,1.33,Barcelona
115.0,Entire home/apt,212,2.19,Barcelona
164.0,Entire home/apt,93,0.94,Barcelona
230.0,Entire home/apt,36,0.37,Barcelona
79.0,Entire home/apt,282,2.84,Barcelona
49.0,Private room,23,0.28,Barcelona
90.0,Entire home/apt,377,3.78,Barcelona
46.0,Entire home/apt,26,0.26,Barcelona
85.0,Entire home/apt,121,1.26,Barcelona
67.0,Entire home/apt,279,2.85,Barcelona
60.0,Entire home/apt,96,0.98,Barcelona
125.0,Entire home/apt,1,0.37,Barcelona
180.0,Entire home/apt,125,1.26,Barcelona
150.0,Entire home/apt,19,0.2,Barcelona
69.0,Entire home/apt,264,2.71,Barcelona
30.0,Private room,13,0.18,Barcelona
17.0,Private room,1,0.03,Barcelona
148.0,Entire home/apt,56,0.78,Barcelona
95.0,Entire home/apt,7,0.08,Barcelona
154.0,Entire home/apt,150,1.57,Barcelona
62.0,Entire home/apt,271,2.7,Barcelona
99.0,Entire home/apt,125,1.52,Barcelona
125.0,Entire home/apt,0,,Barcelona
160.0,Entire home/apt,381,3.83,Barcelona
93.0,Entire home/apt,566,5.68,Barcelona
94.0,Entire home/apt,460,4.72,Barcelona
321.0,Entire home/apt,104,1.1,Barcelona
102.0,Entire home/apt,112,1.25,Barcelona
120.0,Entire home/apt,331,3.35,Barcelona
20.0,Private room,76,0.93,Barcelona
177.0,Entire home/apt,125,1.31,Barcelona
113.0,Entire home/apt,229,2.34,Barcelona
154.0,Entire home/apt,38,0.54,Barcelona
115.0,Entire home/apt,458,4.68,Barcelona
40.0,Private room,108,1.37,Barcelona
90.0,Entire home/apt,185,1.77,Barcelona
109.0,Entire home/apt,312,3.29,Barcelona
130.0,Entire home/apt,218,2.34,Barcelona
50.0,Private room,48,0.58,Barcelona
113.0,Entire home/apt,136,1.44,Barcelona
26.0,Entire home/apt,15,0.15,Barcelona
175.0,Entire home/apt,0,,Barcelona
164.0,Entire home/apt,95,1.1,Barcelona
356.0,Entire home/apt,22,0.24,Barcelona
50.0,Private room,2,0.03,Barcelona
108.0,Entire home/apt,488,4.95,Barcelona
210.0,Entire home/apt,91,0.96,Barcelona
100.0,Entire home/apt,18,0.19,Barcelona
50.0,Private room,175,1.82,Barcelona
70.0,Entire home/apt,256,3.02,Barcelona
39.0,Private room,2,0.06,Barcelona
50.0,Private room,5,0.05,Barcelona
114.0,Entire home/apt,40,0.49,Barcelona
110.0,Entire home/apt,57,0.71,Barcelona
240.0,Entire home/apt,218,2.26,Barcelona
25.0,Private room,1,0.03,Barcelona
130.0,Entire home/apt,179,1.85,Barcelona
60.0,Entire home/apt,115,1.17,Barcelona
110.0,Entire home/apt,257,2.63,Barcelona
100.0,Entire home/apt,178,1.88,Barcelona
100.0,Entire home/apt,210,2.18,Barcelona
147.0,Entire home/apt,161,1.65,Barcelona
150.0,Entire home/apt,0,,Barcelona
82.0,Entire home/apt,336,3.42,Barcelona
130.0,Entire home/apt,148,1.53,Barcelona
33.0,Private room,53,0.56,Barcelona
306.0,Entire home/apt,198,2.13,Barcelona
156.0,Entire home/apt,438,4.45,Barcelona
66.0,Private room,166,2.26,Barcelona
89.0,Entire home/apt,235,2.4,Barcelona
50.0,Private room,2,0.03,Barcelona
121.0,Entire home/apt,167,1.74,Barcelona
61.0,Entire home/apt,275,2.81,Barcelona
175.0,Entire home/apt,230,2.35,Barcelona
46.0,Entire home/apt,139,1.45,Barcelona
16.0,Private room,224,2.35,Barcelona
70.0,Private room,20,0.21,Barcelona
120.0,Entire home/apt,109,1.11,Barcelona
150.0,Entire home/apt,265,2.89,Barcelona
129.0,Entire home/apt,73,1.37,Barcelona
155.0,Entire home/apt,148,1.5,Barcelona
29.0,Entire home/apt,21,0.22,Barcelona
85.0,Entire home/apt,199,2.06,Barcelona
98.0,Entire home/apt,164,1.7,Barcelona
90.0,Entire home/apt,140,1.48,Barcelona
76.0,Entire home/apt,148,1.55,Barcelona
170.0,Entire home/apt,267,2.75,Barcelona
103.0,Entire home/apt,10,0.11,Barcelona
225.0,Entire home/apt,401,4.1,Barcelona
100.0,Private room,20,0.21,Barcelona
270.0,Entire home/apt,46,0.49,Barcelona
139.0,Entire home/apt,188,1.97,Barcelona
23.0,Private room,335,3.43,Barcelona
36.0,Private room,138,1.41,Barcelona
110.0,Entire home/apt,238,2.48,Barcelona
89.0,Entire home/apt,270,2.83,Barcelona
68.0,Entire home/apt,84,0.89,Barcelona
85.0,Entire home/apt,83,0.85,Barcelona
94.0,Entire home/apt,256,2.62,Barcelona
94.0,Entire home/apt,295,3.08,Barcelona
202.0,Entire home/apt,40,0.43,Barcelona
143.0,Entire home/apt,108,1.13,Barcelona
80.0,Entire home/apt,107,1.1,Barcelona
75.0,Entire home/apt,110,1.17,Barcelona
112.0,Entire home/apt,54,0.57,Barcelona
113.0,Entire home/apt,66,0.68,Barcelona
47.0,Private room,237,2.42,Barcelona
18.0,Private room,21,0.22,Barcelona
200.0,Entire home/apt,192,2.11,Barcelona
140.0,Entire home/apt,89,0.94,Barcelona
138.0,Entire home/apt,67,0.68,Barcelona
210.0,Entire home/apt,97,1.11,Barcelona
106.0,Entire home/apt,159,1.64,Barcelona
28.0,Private room,57,0.59,Barcelona
37.0,Private room,42,0.45,Barcelona
150.0,Entire home/apt,284,2.96,Barcelona
74.0,Entire home/apt,149,1.52,Barcelona
140.0,Entire home/apt,41,0.44,Barcelona
40.0,Entire home/apt,2,0.03,Barcelona
79.0,Entire home/apt,354,3.69,Barcelona
450.0,Entire home/apt,10,0.1,Barcelona
92.0,Entire home/apt,464,4.76,Barcelona
45.0,Entire home/apt,3,0.03,Barcelona
93.0,Entire home/apt,357,3.71,Barcelona
303.0,Entire home/apt,20,0.21,Barcelona
128.0,Entire home/apt,16,0.16,Barcelona
164.0,Entire home/apt,234,2.43,Barcelona
190.0,Entire home/apt,20,0.21,Barcelona
86.0,Entire home/apt,213,2.21,Barcelona
231.0,Entire home/apt,332,3.44,Barcelona
50.0,Private room,40,0.41,Barcelona
92.0,Entire home/apt,594,6.17,Barcelona
23.0,Private room,309,3.22,Barcelona
116.0,Entire home/apt,194,2.71,Barcelona
70.0,Entire home/apt,35,0.37,Barcelona
80.0,Private room,6,0.06,Barcelona
95.0,Entire home/apt,189,1.96,Barcelona
120.0,Private room,15,0.18,Barcelona
35.0,Private room,201,2.15,Barcelona
31.0,Private room,44,0.64,Barcelona
80.0,Entire home/apt,3,0.33,Barcelona
95.0,Entire home/apt,150,1.57,Barcelona
66.0,Entire home/apt,285,2.96,Barcelona
152.0,Entire home/apt,49,0.51,Barcelona
80.0,Entire home/apt,300,3.14,Barcelona
179.0,Entire home/apt,64,0.68,Barcelona
176.0,Entire home/apt,59,0.63,Barcelona
80.0,Entire home/apt,25,0.26,Barcelona
161.0,Entire home/apt,141,1.47,Barcelona
113.0,Entire home/apt,70,0.72,Barcelona
120.0,Entire home/apt,74,0.78,Barcelona
30.0,Private room,327,3.41,Barcelona
75.0,Entire home/apt,365,3.8,Barcelona
121.0,Entire home/apt,280,2.92,Barcelona
84.0,Entire home/apt,158,1.64,Barcelona
30.0,Private room,233,2.4,Barcelona
88.0,Entire home/apt,262,2.93,Barcelona
92.0,Entire home/apt,268,2.8,Barcelona
150.0,Entire home/apt,142,1.47,Barcelona
97.0,Entire home/apt,568,5.89,Barcelona
190.0,Entire home/apt,5,0.06,Barcelona
79.0,Entire home/apt,158,1.66,Barcelona
184.0,Entire home/apt,73,0.77,Barcelona
70.0,Entire home/apt,210,2.2,Barcelona
141.0,Entire home/apt,48,0.5,Barcelona
135.0,Entire home/apt,260,2.71,Barcelona
95.0,Entire home/apt,277,2.87,Barcelona
84.0,Entire home/apt,175,1.83,Barcelona
53.0,Private room,38,0.87,Barcelona
86.0,Entire home/apt,398,4.11,Barcelona
62.0,Entire home/apt,186,1.94,Barcelona
151.0,Entire home/apt,202,2.12,Barcelona
70.0,Entire home/apt,286,2.99,Barcelona
195.0,Entire home/apt,5,0.06,Barcelona
249.0,Entire home/apt,12,0.17,Barcelona
88.0,Entire home/apt,80,0.85,Barcelona
27.0,Private room,265,2.75,Barcelona
188.0,Entire home/apt,203,2.12,Barcelona
69.0,Entire home/apt,76,0.79,Barcelona
188.0,Entire home/apt,176,2.17,Barcelona
120.0,Private room,255,2.69,Barcelona
90.0,Entire home/apt,250,2.61,Barcelona
49.0,Private room,13,0.16,Barcelona
121.0,Entire home/apt,220,3.13,Barcelona
70.0,Entire home/apt,177,1.85,Barcelona
72.0,Entire home/apt,168,1.76,Barcelona
14.0,Private room,8,0.08,Barcelona
103.0,Entire home/apt,104,1.09,Barcelona
108.0,Entire home/apt,289,3.07,Barcelona
169.0,Entire home/apt,365,3.8,Barcelona
29.0,Private room,183,1.93,Barcelona
140.0,Shared room,4,0.1,Barcelona
65.0,Entire home/apt,265,2.76,Barcelona
206.0,Entire home/apt,36,0.38,Barcelona
249.0,Entire home/apt,20,0.24,Barcelona
214.0,Entire home/apt,102,1.1,Barcelona
80.0,Private room,23,0.28,Barcelona
109.0,Entire home/apt,65,0.76,Barcelona
160.0,Entire home/apt,227,2.37,Barcelona
170.0,Entire home/apt,87,0.94,Barcelona
150.0,Entire home/apt,162,1.69,Barcelona
71.0,Entire home/apt,162,1.69,Barcelona
100.0,Entire home/apt,300,3.12,Barcelona
234.0,Entire home/apt,14,0.15,Barcelona
99.0,Entire home/apt,106,1.11,Barcelona
461.0,Entire home/apt,114,1.24,Barcelona
182.0,Entire home/apt,91,0.98,Barcelona
51.0,Private room,140,1.46,Barcelona
100.0,Entire home/apt,108,1.2,Barcelona
334.0,Entire home/apt,12,0.13,Barcelona
249.0,Entire home/apt,11,0.12,Barcelona
323.0,Entire home/apt,18,0.2,Barcelona
70.0,Entire home/apt,292,3.08,Barcelona
126.0,Entire home/apt,162,1.69,Barcelona
111.0,Entire home/apt,282,2.95,Barcelona
150.0,Entire home/apt,299,3.12,Barcelona
100.0,Entire home/apt,217,2.26,Barcelona
30.0,Private room,49,0.53,Barcelona
125.0,Entire home/apt,196,2.06,Barcelona
123.0,Entire home/apt,150,1.59,Barcelona
250.0,Private room,117,1.23,Barcelona
193.0,Entire home/apt,69,0.72,Barcelona
159.0,Entire home/apt,301,3.15,Barcelona
159.0,Entire home/apt,247,2.6,Barcelona
90.0,Entire home/apt,203,2.23,Barcelona
54.0,Private room,118,1.25,Barcelona
90.0,Entire home/apt,358,3.75,Barcelona
91.0,Entire home/apt,129,1.36,Barcelona
90.0,Entire home/apt,223,2.33,Barcelona
117.0,Entire home/apt,420,4.46,Barcelona
312.0,Entire home/apt,2,0.02,Barcelona
120.0,Entire home/apt,195,2.09,Barcelona
141.0,Entire home/apt,164,1.72,Barcelona
240.0,Entire home/apt,17,0.21,Barcelona
317.0,Entire home/apt,271,2.84,Barcelona
36.0,Entire home/apt,29,0.32,Barcelona
104.0,Entire home/apt,220,2.31,Barcelona
62.0,Private room,327,3.41,Barcelona
110.0,Entire home/apt,257,2.69,Barcelona
30.0,Private room,27,0.3,Barcelona
89.0,Entire home/apt,284,3.03,Barcelona
161.0,Entire home/apt,361,3.81,Barcelona
63.0,Private room,134,1.45,Barcelona
149.0,Entire home/apt,163,1.71,Barcelona
70.0,Entire home/apt,85,0.89,Barcelona
22.0,Private room,121,1.3,Barcelona
83.0,Entire home/apt,482,5.08,Barcelona
60.0,Private room,2,0.05,Barcelona
56.0,Private room,51,0.54,Barcelona
101.0,Entire home/apt,180,2.12,Barcelona
85.0,Entire home/apt,140,1.67,Barcelona
140.0,Entire home/apt,431,4.51,Barcelona
118.0,Private room,0,,Barcelona
61.0,Entire home/apt,199,2.13,Barcelona
218.0,Entire home/apt,5,0.05,Barcelona
179.0,Entire home/apt,118,1.85,Barcelona
48.0,Private room,503,5.27,Barcelona
31.0,Entire home/apt,34,0.36,Barcelona
32.0,Private room,2,0.25,Barcelona
75.0,Private room,0,,Barcelona
100.0,Entire home/apt,40,0.44,Barcelona
144.0,Entire home/apt,41,0.45,Barcelona
82.0,Entire home/apt,119,1.25,Barcelona
30.0,Private room,47,0.64,Barcelona
86.0,Entire home/apt,190,2.04,Barcelona
410.0,Entire home/apt,102,1.25,Barcelona
46.0,Private room,34,0.38,Barcelona
69.0,Entire home/apt,121,1.31,Barcelona
22.0,Entire home/apt,2,0.02,Barcelona
151.0,Private room,0,,Barcelona
113.0,Entire home/apt,74,0.79,Barcelona
83.0,Entire home/apt,61,0.64,Barcelona
104.0,Entire home/apt,180,1.9,Barcelona
179.0,Entire home/apt,225,2.34,Barcelona
132.0,Entire home/apt,120,1.27,Barcelona
103.0,Entire home/apt,171,1.79,Barcelona
18.0,Private room,15,0.19,Barcelona
20.0,Shared room,1,0.02,Barcelona
210.0,Entire home/apt,226,2.42,Barcelona
45.0,Private room,500,5.24,Barcelona
139.0,Entire home/apt,45,0.56,Barcelona
116.0,Entire home/apt,412,4.42,Barcelona
120.0,Entire home/apt,213,2.24,Barcelona
159.0,Entire home/apt,37,0.39,Barcelona
104.0,Entire home/apt,110,1.16,Barcelona
108.0,Entire home/apt,115,1.21,Barcelona
138.0,Entire home/apt,150,1.59,Barcelona
138.0,Entire home/apt,128,1.38,Barcelona
130.0,Entire home/apt,128,1.36,Barcelona
93.0,Entire home/apt,28,0.38,Barcelona
302.0,Entire home/apt,3,0.03,Barcelona
115.0,Entire home/apt,78,0.83,Barcelona
45.0,Entire home/apt,39,0.41,Barcelona
137.0,Entire home/apt,143,1.55,Barcelona
50.0,Private room,29,0.31,Barcelona
157.0,Entire home/apt,10,0.21,Barcelona
144.0,Entire home/apt,2,0.02,Barcelona
170.0,Entire home/apt,195,2.07,Barcelona
40.0,Private room,94,0.99,Barcelona
225.0,Entire home/apt,29,0.38,Barcelona
109.0,Entire home/apt,212,2.22,Barcelona
185.0,Entire home/apt,291,3.14,Barcelona
148.0,Entire home/apt,174,1.84,Barcelona
31.0,Private room,115,1.23,Barcelona
150.0,Private room,2,0.03,Barcelona
85.0,Entire home/apt,87,0.93,Barcelona
30.0,Private room,44,0.46,Barcelona
85.0,Entire home/apt,446,4.73,Barcelona
96.0,Entire home/apt,154,1.63,Barcelona
100.0,Entire home/apt,11,0.13,Barcelona
114.0,Entire home/apt,317,3.44,Barcelona
39.0,Private room,18,0.19,Barcelona
213.0,Entire home/apt,58,0.66,Barcelona
138.0,Entire home/apt,44,0.76,Barcelona
154.0,Entire home/apt,82,1.14,Barcelona
196.0,Entire home/apt,27,0.4,Barcelona
138.0,Entire home/apt,35,0.61,Barcelona
126.0,Entire home/apt,62,1.08,Barcelona
162.0,Entire home/apt,81,1.09,Barcelona
156.0,Entire home/apt,90,1.09,Barcelona
230.0,Entire home/apt,199,2.12,Barcelona
244.0,Entire home/apt,34,0.46,Barcelona
239.0,Entire home/apt,30,0.36,Barcelona
238.0,Entire home/apt,19,0.23,Barcelona
50.0,Entire home/apt,123,1.31,Barcelona
173.0,Entire home/apt,71,0.75,Barcelona
76.0,Entire home/apt,285,3.03,Barcelona
120.0,Entire home/apt,15,0.2,Barcelona
26.0,Private room,34,0.4,Barcelona
111.0,Entire home/apt,48,0.51,Barcelona
124.0,Entire home/apt,178,1.88,Barcelona
117.0,Entire home/apt,556,5.92,Barcelona
150.0,Entire home/apt,57,0.61,Barcelona
67.0,Entire home/apt,35,0.38,Barcelona
137.0,Entire home/apt,181,1.91,Barcelona
220.0,Entire home/apt,66,0.72,Barcelona
125.0,Entire home/apt,23,0.24,Barcelona
91.0,Entire home/apt,224,2.38,Barcelona
171.0,Entire home/apt,14,0.15,Barcelona
196.0,Entire home/apt,95,1.25,Barcelona
196.0,Entire home/apt,80,1.12,Barcelona
196.0,Entire home/apt,34,0.45,Barcelona
171.0,Entire home/apt,46,0.7,Barcelona
171.0,Entire home/apt,39,0.59,Barcelona
74.0,Entire home/apt,144,1.53,Barcelona
171.0,Entire home/apt,65,0.94,Barcelona
356.0,Entire home/apt,41,0.56,Barcelona
161.0,Entire home/apt,137,1.46,Barcelona
44.0,Private room,250,2.65,Barcelona
40.0,Private room,287,3.06,Barcelona
32.0,Private room,294,3.12,Barcelona
400.0,Entire home/apt,159,1.69,Barcelona
171.0,Entire home/apt,35,0.37,Barcelona
121.0,Entire home/apt,21,0.22,Barcelona
75.0,Entire home/apt,160,2.02,Barcelona
86.0,Entire home/apt,420,4.5,Barcelona
30.0,Private room,0,,Barcelona
68.0,Entire home/apt,255,2.72,Barcelona
81.0,Entire home/apt,92,0.99,Barcelona
159.0,Entire home/apt,323,3.43,Barcelona
139.0,Entire home/apt,399,4.27,Barcelona
114.0,Entire home/apt,20,0.37,Barcelona
146.0,Entire home/apt,14,0.27,Barcelona
146.0,Entire home/apt,6,0.08,Barcelona
210.0,Entire home/apt,13,0.14,Barcelona
165.0,Entire home/apt,52,1.02,Barcelona
146.0,Entire home/apt,130,1.38,Barcelona
248.0,Entire home/apt,114,1.24,Barcelona
28.0,Private room,119,1.31,Barcelona
136.0,Entire home/apt,21,0.22,Barcelona
79.0,Entire home/apt,110,1.8,Barcelona
124.0,Entire home/apt,164,1.74,Barcelona
45.0,Private room,23,0.25,Barcelona
60.0,Entire home/apt,7,0.08,Barcelona
45.0,Entire home/apt,20,0.24,Barcelona
131.0,Entire home/apt,257,2.73,Barcelona
158.0,Entire home/apt,5,0.09,Barcelona
130.0,Entire home/apt,214,2.28,Barcelona
43.0,Entire home/apt,1,0.04,Barcelona
149.0,Entire home/apt,20,0.21,Barcelona
200.0,Private room,0,,Barcelona
86.0,Private room,0,,Barcelona
143.0,Entire home/apt,3,0.04,Barcelona
100.0,Private room,3,0.03,Barcelona
43.0,Private room,98,1.06,Barcelona
65.0,Entire home/apt,148,1.6,Barcelona
53.0,Private room,50,0.61,Barcelona
156.0,Entire home/apt,146,1.55,Barcelona
248.0,Entire home/apt,88,0.97,Barcelona
32.0,Private room,17,0.18,Barcelona
78.0,Entire home/apt,375,4.03,Barcelona
83.0,Entire home/apt,236,2.53,Barcelona
110.0,Entire home/apt,222,2.4,Barcelona
33.0,Private room,2,0.02,Barcelona
140.0,Entire home/apt,210,2.29,Barcelona
35.0,Private room,303,3.21,Barcelona
210.0,Entire home/apt,216,2.32,Barcelona
84.0,Entire home/apt,167,1.81,Barcelona
21.0,Shared room,240,2.76,Barcelona
60.0,Private room,0,,Barcelona
95.0,Entire home/apt,138,1.65,Barcelona
39.0,Private room,12,0.13,Barcelona
320.0,Entire home/apt,0,,Barcelona
153.0,Entire home/apt,256,2.76,Barcelona
30.0,Private room,250,2.66,Barcelona
186.0,Entire home/apt,0,,Barcelona
143.0,Entire home/apt,280,3.01,Barcelona
450.0,Entire home/apt,1,0.01,Barcelona
77.0,Entire home/apt,404,4.35,Barcelona
140.0,Entire home/apt,317,3.42,Barcelona
25.0,Private room,10,0.12,Barcelona
29.0,Private room,339,3.61,Barcelona
20.0,Private room,0,,Barcelona
68.0,Entire home/apt,83,0.97,Barcelona
50.0,Private room,38,0.41,Barcelona
50.0,Private room,10,0.11,Barcelona
64.0,Private room,0,,Barcelona
450.0,Entire home/apt,8,0.09,Barcelona
160.0,Entire home/apt,157,1.68,Barcelona
275.0,Entire home/apt,189,2.19,Barcelona
56.0,Entire home/apt,256,2.77,Barcelona
141.0,Entire home/apt,153,1.66,Barcelona
121.0,Entire home/apt,30,0.75,Barcelona
116.0,Entire home/apt,245,2.63,Barcelona
35.0,Private room,0,,Barcelona
38.0,Private room,78,0.84,Barcelona
120.0,Entire home/apt,235,2.59,Barcelona
67.0,Entire home/apt,219,2.34,Barcelona
60.0,Entire home/apt,351,3.76,Barcelona
100.0,Entire home/apt,3,0.04,Barcelona
34.0,Private room,0,,Barcelona
99.0,Entire home/apt,127,1.45,Barcelona
99.0,Entire home/apt,144,1.61,Barcelona
58.0,Entire home/apt,49,0.53,Barcelona
225.0,Entire home/apt,313,3.37,Barcelona
85.0,Entire home/apt,97,1.05,Barcelona
39.0,Private room,84,0.91,Barcelona
124.0,Entire home/apt,241,2.57,Barcelona
80.0,Shared room,130,1.4,Barcelona
229.0,Entire home/apt,3,0.42,Barcelona
20.0,Private room,115,1.24,Barcelona
25.0,Private room,319,3.65,Barcelona
99.0,Entire home/apt,88,1.05,Barcelona
75.0,Entire home/apt,3,0.05,Barcelona
35.0,Private room,323,3.46,Barcelona
113.0,Entire home/apt,114,1.23,Barcelona
25.0,Private room,6,0.11,Barcelona
50.0,Private room,94,1.02,Barcelona
14.0,Private room,2,0.02,Barcelona
18.0,Private room,29,0.31,Barcelona
145.0,Entire home/apt,52,1.25,Barcelona
55.0,Private room,125,1.35,Barcelona
82.0,Entire home/apt,342,3.67,Barcelona
36.0,Private room,60,0.65,Barcelona
134.0,Entire home/apt,48,1.03,Barcelona
127.0,Entire home/apt,30,0.65,Barcelona
108.0,Entire home/apt,181,1.94,Barcelona
89.0,Entire home/apt,263,2.86,Barcelona
120.0,Entire home/apt,176,1.91,Barcelona
155.0,Private room,2,0.04,Barcelona
128.0,Entire home/apt,14,0.16,Barcelona
299.0,Entire home/apt,299,3.2,Barcelona
30.0,Private room,23,0.27,Barcelona
180.0,Entire home/apt,295,3.16,Barcelona
65.0,Private room,79,0.85,Barcelona
156.0,Entire home/apt,223,2.4,Barcelona
