price,room_type,number_of_reviews,reviews_per_month,city
90.0,Entire home/apt,17,0.71,Barcelona
150.0,Entire home/apt,13,1.41,Barcelona
90.0,Entire home/apt,4,0.09,Barcelona
70.0,Entire home/apt,26,2.72,Barcelona
40.0,Private room,6,0.22,Barcelona
149.0,Entire home/apt,45,2.5,Barcelona
53.0,Private room,44,1.22,Barcelona
980.0,Entire home/apt,1,0.79,Barcelona
21.0,Private room,1,0.75,Barcelona
27.0,Private room,47,4.03,Barcelona
316.0,Entire home/apt,6,0.78,Barcelona
40.0,Private room,0,,Barcelona
60.0,Private room,0,,Barcelona
20.0,Private room,0,,Barcelona
170.0,Entire home/apt,4,0.15,Barcelona
90.0,Private room,1,0.09,Barcelona
44.0,Private room,27,1.38,Barcelona
120.0,Entire home/apt,37,1.88,Barcelona
59.0,Entire home/apt,7,0.66,Barcelona
50.0,Private room,1,0.17,Barcelona
40.0,Private room,37,1.8,Barcelona
39.0,Private room,72,6.51,Barcelona
48.0,Private room,22,2.54,Barcelona
50.0,Private room,40,1.28,Barcelona
69.0,Private room,48,6.43,Barcelona
270.0,Entire home/apt,2,0.26,Barcelona
65.0,Entire home/apt,49,3.91,Barcelona
55.0,Entire home/apt,81,1.6,Barcelona
55.0,Private room,150,6.13,Barcelona
100.0,Entire home/apt,15,0.42,Barcelona
160.0,Entire home/apt,48,3.98,Barcelona
60.0,Entire home/apt,2,0.31,Barcelona
29.0,Private room,27,2.52,Barcelona
35.0,Private room,5,0.64,Barcelona
80.0,Entire home/apt,0,,Barcelona
44.0,Entire home/apt,127,4.44,Barcelona
346.0,Entire home/apt,23,0.66,Barcelona
100.0,Entire home/apt,29,0.61,Barcelona
105.0,Entire home/apt,0,,Barcelona
26.0,Private room,0,,Barcelona
30.0,Private room,9,1.33,Barcelona
18.0,Private room,29,0.87,Barcelona
36.0,Private room,7,1.15,Barcelona
34.0,Private room,122,2.61,Barcelona
10.0,Private room,10,0.92,Barcelona
18.0,Private room,0,,Barcelona
31.0,Private room,3,0.31,Barcelona
85.0,Entire home/apt,0,,Barcelona
30.0,Private room,8,2.09,Barcelona
70.0,Entire home/apt,1,0.31,Barcelona
99.0,Entire home/apt,5,0.25,Barcelona
88.0,Entire home/apt,145,3.66,Barcelona
120.0,Private room,9,0.66,Barcelona
40.0,Shared room,0,,Barcelona
25.0,Private room,22,2.04,Barcelona
85.0,Entire home/apt,14,0.83,Barcelona
300.0,Entire home/apt,0,,Barcelona
29.0,Private room,11,1.24,Barcelona
80.0,Entire home/apt,2,1.5,Barcelona
15.0,Private room,3,0.16,Barcelona
63.0,Entire home/apt,0,,Barcelona
125.0,Entire home/apt,30,1.95,Barcelona
50.0,Private room,0,,Barcelona
45.0,Entire home/apt,24,2.07,Barcelona
35.0,Private room,2,0.2,Barcelona
38.0,Private room,32,2.77,Barcelona
150.0,Entire home/apt,0,,Barcelona
35.0,Private room,19,0.76,Barcelona
45.0,Private room,120,3.53,Barcelona
45.0,Private room,36,3.5,Barcelona
35.0,Private room,86,1.81,Barcelona
200.0,Entire home/apt,5,0.6,Barcelona
100.0,Entire home/apt,11,1.36,Barcelona
30.0,Private room,1,0.86,Barcelona
110.0,Entire home/apt,21,1.81,Barcelona
35.0,Private room,4,0.38,Barcelona
39.0,Private room,0,,Barcelona
79.0,Entire home/apt,24,0.87,Barcelona
100.0,Entire home/apt,1,0.1,Barcelona
80.0,Private room,0,,Barcelona
65.0,Entire home/apt,26,1.19,Barcelona
45.0,Entire home/apt,3,0.09,Barcelona
150.0,Private room,0,,Barcelona
70.0,Entire home/apt,3,1.02,Barcelona
45.0,Private room,3,0.36,Barcelona
40.0,Private room,6,0.66,Barcelona
95.0,Entire home/apt,19,1.23,Barcelona
60.0,Private room,0,,Barcelona
31.0,Private room,0,,Barcelona
29.0,Entire home/apt,94,6.62,Barcelona
32.0,Private room,64,2.15,Barcelona
49.0,Entire home/apt,7,2.33,Barcelona
140.0,Entire home/apt,106,3.36,Barcelona
35.0,Private room,18,0.3,Barcelona
85.0,Entire home/apt,30,1.31,Barcelona
70.0,Private room,1,0.77,Barcelona
100.0,Entire home/apt,6,0.5,Barcelona
99.0,Entire home/apt,18,4.43,Barcelona
123.0,Entire home/apt,122,4.14,Barcelona
95.0,Entire home/apt,28,3.04,Barcelona
142.0,Entire home/apt,18,0.47,Barcelona
89.0,Entire home/apt,5,1.07,Barcelona
30.0,Private room,21,0.34,Barcelona
53.0,Private room,15,1.41,Barcelona
79.0,Entire home/apt,9,1.51,Barcelona
44.0,Private room,32,5.22,Barcelona
40.0,Private room,0,,Barcelona
40.0,Entire home/apt,103,4.4,Barcelona
40.0,Private room,2,0.03,Barcelona
600.0,Entire home/apt,2,0.22,Barcelona
133.0,Entire home/apt,7,0.34,Barcelona
35.0,Private room,33,2.4,Barcelona
63.0,Private room,1,1.0,Barcelona
150.0,Entire home/apt,6,0.55,Barcelona
41.0,Private room,6,6.0,Barcelona
99.0,Entire home/apt,45,2.28,Barcelona
95.0,Entire home/apt,23,0.98,Barcelona
18.0,Private room,99,4.88,Barcelona
36.0,Private room,11,0.32,Barcelona
50.0,Private room,13,1.94,Barcelona
50.0,Private room,19,1.23,Barcelona
35.0,Private room,97,4.5,Barcelona
130.0,Entire home/apt,28,1.82,Barcelona
37.0,Private room,75,3.01,Barcelona
74.0,Entire home/apt,2,1.62,Barcelona
37.0,Private room,26,2.61,Barcelona
66.0,Entire home/apt,6,0.27,Barcelona
110.0,Private room,23,1.68,Barcelona
35.0,Private room,2,0.32,Barcelona
55.0,Entire home/apt,0,,Barcelona
85.0,Entire home/apt,86,2.36,Barcelona
55.0,Private room,2,0.17,Barcelona
60.0,Entire home/apt,29,1.12,Barcelona
89.0,Entire home/apt,13,0.99,Barcelona
80.0,Private room,11,1.38,Barcelona
105.0,Entire home/apt,61,1.35,Barcelona
75.0,Private room,3,0.29,Barcelona
70.0,Entire home/apt,2,1.82,Barcelona
50.0,Private room,1,0.06,Barcelona
89.0,Entire home/apt,15,1.42,Barcelona
45.0,Private room,6,4.09,Barcelona
113.0,Entire home/apt,5,0.07,Barcelona
75.0,Entire home/apt,15,0.5,Barcelona
150.0,Entire home/apt,7,0.47,Barcelona
89.0,Entire home/apt,4,0.09,Barcelona
30.0,Private room,0,,Barcelona
13.0,Private room,0,,Barcelona
32.0,Private room,12,1.49,Barcelona
25.0,Private room,2,1.54,Barcelona
41.0,Private room,19,1.99,Barcelona
23.0,Private room,16,1.11,Barcelona
19.0,Shared room,68,3.66,Barcelona
120.0,Entire home/apt,1,0.12,Barcelona
116.0,Entire home/apt,2,0.34,Barcelona
44.0,Entire home/apt,17,3.09,Barcelona
75.0,Private room,0,,Barcelona
35.0,Private room,22,1.09,Barcelona
55.0,Private room,3,0.22,Barcelona
16.0,Private room,0,,Barcelona
20.0,Private room,0,,Barcelona
45.0,Entire home/apt,76,4.06,Barcelona
80.0,Entire home/apt,2,0.25,Barcelona
80.0,Entire home/apt,1,0.3,Barcelona
28.0,Private room,37,3.04,Barcelona
20.0,Private room,0,,Barcelona
184.0,Entire home/apt,0,,Barcelona
60.0,Private room,8,4.71,Barcelona
26.0,Private room,10,0.96,Barcelona
125.0,Entire home/apt,0,,Barcelona
119.0,Private room,6,0.28,Barcelona
39.0,Private room,33,4.11,Barcelona
100.0,Entire home/apt,65,1.8,Barcelona
92.0,Entire home/apt,24,5.71,Barcelona
180.0,Entire home/apt,0,,Barcelona
165.0,Entire home/apt,16,2.09,Barcelona
27.0,Private room,1,0.19,Barcelona
34.0,Private room,75,6.18,Barcelona
25.0,Private room,0,,Barcelona
80.0,Entire home/apt,0,,Barcelona
35.0,Private room,66,3.51,Barcelona
60.0,Entire home/apt,49,1.69,Barcelona
85.0,Entire home/apt,7,2.26,Barcelona
150.0,Private room,0,,Barcelona
89.0,Entire home/apt,52,1.52,Barcelona
125.0,Entire home/apt,97,2.23,Barcelona
90.0,Entire home/apt,1,0.29,Barcelona
129.0,Entire home/apt,23,0.93,Barcelona
172.0,Entire home/apt,14,0.66,Barcelona
45.0,Private room,0,,Barcelona
45.0,Private room,7,0.35,Barcelona
147.0,Entire home/apt,1,0.31,Barcelona
50.0,Private room,26,0.75,Barcelona
99.0,Entire home/apt,34,0.56,Barcelona
288.0,Entire home/apt,8,0.76,Barcelona
70.0,Entire home/apt,41,1.84,Barcelona
100.0,Entire home/apt,6,2.57,Barcelona
250.0,Entire home/apt,0,,Barcelona
30.0,Private room,0,,Barcelona
140.0,Entire home/apt,115,1.97,Barcelona
29.0,Private room,29,1.13,Barcelona
45.0,Private room,3,0.3,Barcelona
40.0,Private room,12,0.51,Barcelona
88.0,Entire home/apt,2,0.21,Barcelona
190.0,Entire home/apt,2,0.27,Barcelona
120.0,Entire home/apt,44,1.06,Barcelona
30.0,Private room,0,,Barcelona
150.0,Entire home/apt,6,0.27,Barcelona
200.0,Entire home/apt,0,,Barcelona
148.0,Private room,0,,Barcelona
120.0,Entire home/apt,2,1.43,Barcelona
45.0,Private room,14,0.65,Barcelona
27.0,Private room,1,0.12,Barcelona
50.0,Private room,4,0.26,Barcelona
187.0,Entire home/apt,113,2.3,Barcelona
100.0,Entire home/apt,0,,Barcelona
19.0,Private room,8,5.45,Barcelona
80.0,Private room,1,0.16,Barcelona
145.0,Entire home/apt,0,,Barcelona
38.0,Private room,135,2.87,Barcelona
120.0,Private room,1,0.79,Barcelona
112.0,Entire home/apt,220,3.69,Barcelona
32.0,Private room,0,,Barcelona
150.0,Private room,3,0.22,Barcelona
150.0,Entire home/apt,23,1.34,Barcelona
25.0,Private room,1,0.06,Barcelona
150.0,Entire home/apt,0,,Barcelona
300.0,Entire home/apt,44,0.95,Barcelona
160.0,Entire home/apt,7,0.64,Barcelona
249.0,Entire home/apt,0,,Barcelona
120.0,Entire home/apt,6,4.62,Barcelona
160.0,Entire home/apt,0,,Barcelona
45.0,Private room,1,0.1,Barcelona
20.0,Private room,68,7.06,Barcelona
33.0,Private room,4,0.38,Barcelona
130.0,Entire home/apt,49,0.84,Barcelona
119.0,Entire home/apt,34,2.93,Barcelona
120.0,Entire home/apt,1,0.31,Barcelona
140.0,Entire home/apt,79,2.26,Barcelona
55.0,Private room,35,1.67,Barcelona
115.0,Entire home/apt,0,,Barcelona
160.0,Entire home/apt,5,0.55,Barcelona
600.0,Entire home/apt,2,0.08,Barcelona
34.0,Private room,0,,Barcelona
31.0,Private room,19,2.39,Barcelona
20.0,Private room,49,5.59,Barcelona
24.0,Private room,3,3.0,Barcelona
25.0,Private room,41,1.76,Barcelona
70.0,Entire home/apt,5,2.11,Barcelona
45.0,Private room,22,1.43,Barcelona
65.0,Private room,3,1.08,Barcelona
32.0,Private room,141,3.91,Barcelona
39.0,Private room,95,2.13,Barcelona
90.0,Entire home/apt,120,3.52,Barcelona
75.0,Entire home/apt,158,4.75,Barcelona
40.0,Private room,0,,Barcelona
209.0,Entire home/apt,0,,Barcelona
40.0,Private room,0,,Barcelona
145.0,Entire home/apt,28,1.35,Barcelona
49.0,Private room,7,3.44,Barcelona
35.0,Private room,72,6.3,Barcelona
100.0,Entire home/apt,136,3.41,Barcelona
50.0,Private room,60,1.73,Barcelona
85.0,Entire home/apt,31,0.82,Barcelona
29.0,Private room,1,1.0,Barcelona
131.0,Entire home/apt,14,0.4,Barcelona
65.0,Entire home/apt,6,1.41,Barcelona
30.0,Private room,36,0.82,Barcelona
80.0,Entire home/apt,93,2.75,Barcelona
38.0,Private room,7,1.02,Barcelona
280.0,Entire home/apt,8,0.34,Barcelona
124.0,Entire home/apt,13,1.07,Barcelona
30.0,Private room,8,2.5,Barcelona
55.0,Entire home/apt,47,1.5,Barcelona
45.0,Private room,0,,Barcelona
73.0,Entire home/apt,1,0.86,Barcelona
50.0,Entire home/apt,110,1.85,Barcelona
35.0,Private room,0,,Barcelona
125.0,Entire home/apt,14,0.54,Barcelona
79.0,Entire home/apt,60,1.89,Barcelona
40.0,Private room,9,0.43,Barcelona
24.0,Private room,13,2.44,Barcelona
75.0,Private room,0,,Barcelona
159.0,Entire home/apt,2,0.67,Barcelona
147.0,Entire home/apt,21,0.59,Barcelona
200.0,Entire home/apt,0,,Barcelona
69.0,Entire home/apt,78,5.29,Barcelona
50.0,Private room,0,,Barcelona
121.0,Private room,6,3.1,Barcelona
99.0,Entire home/apt,4,3.0,Barcelona
215.0,Entire home/apt,1,1.0,Barcelona
40.0,Private room,2,0.21,Barcelona
65.0,Entire home/apt,18,1.76,Barcelona
80.0,Entire home/apt,1,1.0,Barcelona
78.0,Private room,13,0.24,Barcelona
100.0,Entire home/apt,41,2.25,Barcelona
150.0,Entire home/apt,0,,Barcelona
280.0,Entire home/apt,21,0.88,Barcelona
165.0,Entire home/apt,10,0.44,Barcelona
80.0,Private room,7,0.71,Barcelona
49.0,Shared room,0,,Barcelona
105.0,Entire home/apt,100,3.06,Barcelona
50.0,Private room,141,2.88,Barcelona
27.0,Private room,12,3.0,Barcelona
89.0,Entire home/apt,0,,Barcelona
50.0,Private room,0,,Barcelona
90.0,Private room,4,0.29,Barcelona
50.0,Private room,0,,Barcelona
79.0,Entire home/apt,1,0.79,Barcelona
60.0,Private room,3,0.43,Barcelona
28.0,Private room,12,1.06,Barcelona
15.0,Private room,3,2.31,Barcelona
18.0,Private room,3,0.93,Barcelona
35.0,Private room,7,0.34,Barcelona
113.0,Entire home/apt,24,0.42,Barcelona
28.0,Private room,7,0.88,Barcelona
25.0,Private room,2,0.1,Barcelona
120.0,Entire home/apt,16,0.42,Barcelona
150.0,Entire home/apt,49,3.92,Barcelona
200.0,Entire home/apt,5,0.32,Barcelona
128.0,Private room,0,,Barcelona
90.0,Entire home/apt,0,,Barcelona
76.0,Entire home/apt,3,0.26,Barcelona
75.0,Private room,6,0.44,Barcelona
230.0,Entire home/apt,2,0.32,Barcelona
130.0,Entire home/apt,1,0.15,Barcelona
35.0,Private room,7,5.38,Barcelona
70.0,Entire home/apt,143,3.98,Barcelona
40.0,Private room,0,,Barcelona
175.0,Private room,0,,Barcelona
28.0,Private room,89,3.6,Barcelona
40.0,Private room,0,,Barcelona
130.0,Entire home/apt,0,,Barcelona
285.0,Entire home/apt,0,,Barcelona
55.0,Entire home/apt,80,4.15,Barcelona
75.0,Entire home/apt,36,0.74,Barcelona
50.0,Private room,1,0.71,Barcelona
100.0,Private room,1,0.81,Barcelona
135.0,Entire home/apt,2,0.27,Barcelona
35.0,Private room,26,0.83,Barcelona
59.0,Entire home/apt,124,3.76,Barcelona
55.0,Private room,59,1.37,Barcelona
80.0,Entire home/apt,34,4.43,Barcelona
40.0,Private room,2,1.22,Barcelona
39.0,Private room,4,1.71,Barcelona
39.0,Private room,4,1.24,Barcelona
15.0,Private room,20,4.29,Barcelona
90.0,Entire home/apt,10,0.21,Barcelona
44.0,Entire home/apt,14,0.4,Barcelona
50.0,Private room,2,0.05,Barcelona
64.0,Private room,9,0.4,Barcelona
20.0,Private room,1,0.09,Barcelona
99.0,Entire home/apt,26,0.7,Barcelona
,Entire home/apt,4,1.9,Barcelona
29.0,Private room,18,2.3,Barcelona
75.0,Entire home/apt,158,4.72,Barcelona
15.0,Private room,2,1.07,Barcelona
40.0,Private room,5,2.78,Barcelona
20.0,Private room,13,1.52,Barcelona
55.0,Entire home/apt,5,0.33,Barcelona
20.0,Private room,6,2.86,Barcelona
155.0,Entire home/apt,30,2.49,Barcelona
80.0,Entire home/apt,3,0.41,Barcelona
50.0,Entire home/apt,5,3.06,Barcelona
43.0,Private room,26,2.88,Barcelona
38.0,Private room,55,1.61,Barcelona
35.0,Private room,0,,Barcelona
85.0,Private room,0,,Barcelona
,Private room,7,0.68,Barcelona
50.0,Entire home/apt,17,1.0,Barcelona
500.0,Entire home/apt,0,,Barcelona
130.0,Entire home/apt,21,0.4,Barcelona
85.0,Entire home/apt,26,2.78,Barcelona
159.0,Entire home/apt,105,2.1,Barcelona
61.0,Entire home/apt,7,0.23,Barcelona
70.0,Entire home/apt,7,1.2,Barcelona
15.0,Private room,0,,Barcelona
55.0,Private room,0,,Barcelona
180.0,Entire home/apt,28,1.23,Barcelona
15.0,Private room,0,,Barcelona
220.0,Entire home/apt,36,2.64,Barcelona
85.0,Entire home/apt,60,1.68,Barcelona
100.0,Entire home/apt,7,0.31,Barcelona
125.0,Entire home/apt,9,0.19,Barcelona
95.0,Entire home/apt,74,1.63,Barcelona
45.0,Private room,32,1.7,Barcelona
15.0,Private room,17,0.75,Barcelona
35.0,Private room,3,0.28,Barcelona
40.0,Private room,0,,Barcelona
18.0,Private room,9,4.82,Barcelona
31.0,Private room,0,,Barcelona
95.0,Entire home/apt,6,0.22,Barcelona
100.0,Private room,0,,Barcelona
25.0,Private room,11,1.01,Barcelona
50.0,Private room,0,,Barcelona
39.0,Private room,1,0.08,Barcelona
105.0,Entire home/apt,0,,Barcelona
20.0,Private room,6,0.64,Barcelona
19.0,Private room,31,3.02,Barcelona
95.0,Entire home/apt,45,0.9,Barcelona
55.0,Entire home/apt,2,1.07,Barcelona
66.0,Entire home/apt,0,,Barcelona
90.0,Entire home/apt,0,,Barcelona
155.0,Entire home/apt,5,0.48,Barcelona
50.0,Entire home/apt,0,,Barcelona
20.0,Private room,87,7.61,Barcelona
90.0,Private room,13,1.65,Barcelona
139.0,Entire home/apt,3,0.09,Barcelona
100.0,Entire home/apt,103,3.88,Barcelona
40.0,Private room,0,,Barcelona
120.0,Entire home/apt,6,0.44,Barcelona
120.0,Entire home/apt,56,1.41,Barcelona
99.0,Entire home/apt,116,3.21,Barcelona
176.0,Entire home/apt,17,0.92,Barcelona
50.0,Private room,0,,Barcelona
85.0,Entire home/apt,71,3.55,Barcelona
70.0,Entire home/apt,24,2.93,Barcelona
22.0,Private room,2,0.15,Barcelona
70.0,Private room,0,,Barcelona
130.0,Entire home/apt,2,0.29,Barcelona
39.0,Private room,0,,Barcelona
110.0,Entire home/apt,1,0.1,Barcelona
250.0,Entire home/apt,0,,Barcelona
15.0,Private room,9,1.08,Barcelona
15.0,Private room,46,3.46,Barcelona
72.0,Entire home/apt,41,1.15,Barcelona
30.0,Private room,0,,Barcelona
45.0,Entire home/apt,1,0.1,Barcelona
95.0,Entire home/apt,3,0.19,Barcelona
25.0,Private room,1,1.0,Barcelona
50.0,Entire home/apt,82,3.67,Barcelona
60.0,Private room,0,,Barcelona
71.0,Entire home/apt,44,1.37,Barcelona
35.0,Entire home/apt,0,,Barcelona
17.0,Private room,15,1.57,Barcelona
50.0,Entire home/apt,22,1.33,Barcelona
49.0,Private room,2,0.09,Barcelona
30.0,Private room,9,1.1,Barcelona
22.0,Private room,14,1.56,Barcelona
40.0,Private room,3,0.28,Barcelona
139.0,Entire home/apt,0,,Barcelona
120.0,Entire home/apt,2,0.1,Barcelona
120.0,Entire home/apt,24,0.7,Barcelona
15.0,Private room,0,,Barcelona
150.0,Private room,74,1.23,Barcelona
48.0,Private room,3,0.05,Barcelona
40.0,Private room,1,0.75,Barcelona
38.0,Private room,2,1.71,Barcelona
85.0,Entire home/apt,29,0.51,Barcelona
30.0,Private room,10,0.82,Barcelona
55.0,Private room,11,1.21,Barcelona
235.0,Entire home/apt,0,,Barcelona
95.0,Entire home/apt,0,,Barcelona
80.0,Entire home/apt,7,0.31,Barcelona
48.0,Private room,0,,Barcelona
42.0,Private room,1,0.22,Barcelona
25.0,Private room,0,,Barcelona
23.0,Private room,70,6.56,Barcelona
12.0,Private room,2,0.32,Barcelona
12.0,Private room,0,,Barcelona
40.0,Private room,0,,Barcelona
132.0,Entire home/apt,1,0.86,Barcelona
275.0,Entire home/apt,11,0.51,Barcelona
260.0,Entire home/apt,0,,Barcelona
25.0,Private room,46,2.08,Barcelona
70.0,Entire home/apt,2,0.15,Barcelona
65.0,Private room,0,,Barcelona
75.0,Entire home/apt,72,1.82,Barcelona
125.0,Entire home/apt,3,0.25,Barcelona
85.0,Entire home/apt,44,0.88,Barcelona
100.0,Entire home/apt,6,0.7,Barcelona
49.0,Entire home/apt,138,4.55,Barcelona
60.0,Private room,0,,Barcelona
40.0,Private room,0,,Barcelona
25.0,Private room,0,,Barcelona
18.0,Private room,0,,Barcelona
58.0,Private room,1,0.19,Barcelona
75.0,Entire home/apt,23,0.76,Barcelona
129.0,Entire home/apt,1,1.0,Barcelona
180.0,Entire home/apt,3,0.29,Barcelona
85.0,Entire home/apt,5,2.54,Barcelona
,Entire home/apt,0,,Barcelona
700.0,Entire home/apt,0,,Barcelona
20.0,Private room,9,1.23,Barcelona
105.0,Entire home/apt,7,0.74,Barcelona
80.0,Entire home/apt,4,0.24,Barcelona
110.0,Entire home/apt,0,,Barcelona
100.0,Private room,5,1.63,Barcelona
80.0,Private room,21,0.61,Barcelona
65.0,Entire home/apt,70,2.92,Barcelona
20.0,Private room,34,1.81,Barcelona
95.0,Entire home/apt,35,2.85,Barcelona
200.0,Entire home/apt,0,,Barcelona
88.0,Entire home/apt,53,1.06,Barcelona
33.0,Private room,4,3.24,Barcelona
75.0,Entire home/apt,74,2.25,Barcelona
35.0,Private room,31,3.43,Barcelona
30.0,Private room,26,0.75,Barcelona
44.0,Private room,0,,Barcelona
64.0,Private room,61,3.15,Barcelona
38.0,Private room,0,,Barcelona
74.0,Private room,47,1.84,Barcelona
47.0,Private room,41,4.61,Barcelona
29.0,Private room,4,0.36,Barcelona
45.0,Private room,14,1.71,Barcelona
35.0,Private room,2,1.58,Barcelona
70.0,Private room,0,,Barcelona
160.0,Entire home/apt,1,1.0,Barcelona
80.0,Entire home/apt,4,0.34,Barcelona
47.0,Entire home/apt,125,2.05,Barcelona
70.0,Entire home/apt,1,1.0,Barcelona
100.0,Entire home/apt,70,3.16,Barcelona
29.0,Private room,2,0.37,Barcelona
150.0,Entire home/apt,2,0.07,Barcelona
70.0,Entire home/apt,57,1.6,Barcelona
50.0,Shared room,25,1.98,Barcelona
69.0,Entire home/apt,18,0.34,Barcelona
69.0,Private room,0,,Barcelona
99.0,Entire home/apt,47,5.6,Barcelona
27.0,Private room,51,3.43,Barcelona
43.0,Private room,0,,Barcelona
120.0,Entire home/apt,94,5.77,Barcelona
118.0,Entire home/apt,27,3.72,Barcelona
110.0,Private room,17,1.55,Barcelona
45.0,Private room,51,4.03,Barcelona
30.0,Private room,7,1.11,Barcelona
75.0,Private room,39,2.81,Barcelona
60.0,Entire home/apt,0,,Barcelona
80.0,Private room,108,3.78,Barcelona
33.0,Private room,65,4.16,Barcelona
69.0,Entire home/apt,39,3.21,Barcelona
220.0,Entire home/apt,4,0.11,Barcelona
40.0,Private room,5,0.72,Barcelona
46.0,Private room,0,,Barcelona
20.0,Private room,0,,Barcelona
180.0,Entire home/apt,26,1.8,Barcelona
150.0,Entire home/apt,13,1.27,Barcelona
60.0,Entire home/apt,48,3.33,Barcelona
149.0,Entire home/apt,0,,Barcelona
200.0,Entire home/apt,0,,Barcelona
65.0,Private room,33,2.41,Barcelona
60.0,Entire home/apt,27,1.09,Barcelona
30.0,Private room,0,,Barcelona
49.0,Private room,0,,Barcelona
29.0,Private room,46,2.02,Barcelona
69.0,Private room,4,2.07,Barcelona
50.0,Private room,24,1.89,Barcelona
90.0,Entire home/apt,40,4.3,Barcelona
40.0,Private room,16,1.53,Barcelona
25.0,Private room,8,1.14,Barcelona
58.0,Private room,98,4.28,Barcelona
60.0,Private room,20,1.04,Barcelona
40.0,Private room,2,0.41,Barcelona
52.0,Entire home/apt,0,,Barcelona
50.0,Entire home/apt,64,3.66,Barcelona
16.0,Private room,7,0.8,Barcelona
110.0,Entire home/apt,0,,Barcelona
55.0,Entire home/apt,93,4.39,Barcelona
25.0,Private room,0,,Barcelona
60.0,Private room,9,0.87,Barcelona
50.0,Private room,0,,Barcelona
25.0,Private room,8,0.4,Barcelona
60.0,Entire home/apt,58,4.64,Barcelona
75.0,Entire home/apt,1,0.81,Barcelona
20.0,Shared room,4,1.3,Barcelona
105.0,Entire home/apt,6,0.23,Barcelona
80.0,Entire home/apt,2,0.15,Barcelona
60.0,Entire home/apt,4,0.2,Barcelona
80.0,Entire home/apt,16,1.62,Barcelona
80.0,Entire home/apt,24,1.06,Barcelona
75.0,Entire home/apt,42,3.57,Barcelona
55.0,Entire home/apt,24,0.48,Barcelona
50.0,Private room,9,0.89,Barcelona
40.0,Private room,8,0.76,Barcelona
25.0,Private room,2,2.0,Barcelona
150.0,Entire home/apt,1,0.81,Barcelona
29.0,Private room,27,0.88,Barcelona
95.0,Entire home/apt,1,0.12,Barcelona
50.0,Entire home/apt,39,4.42,Barcelona
175.0,Entire home/apt,0,,Barcelona
26.0,Private room,21,0.68,Barcelona
89.0,Entire home/apt,11,1.6,Barcelona
65.0,Entire home/apt,36,0.8,Barcelona
46.0,Private room,14,1.58,Barcelona
110.0,Entire home/apt,9,0.27,Barcelona
30.0,Private room,1,0.16,Barcelona
40.0,Private room,12,0.98,Barcelona
388.0,Entire home/apt,0,,Barcelona
100.0,Entire home/apt,2,0.1,Barcelona
20.0,Private room,0,,Barcelona
15.0,Private room,1,0.05,Barcelona
39.0,Private room,34,1.67,Barcelona
38.0,Private room,3,0.39,Barcelona
50.0,Entire home/apt,80,3.21,Barcelona
39.0,Private room,1,0.08,Barcelona
220.0,Entire home/apt,0,,Barcelona
30.0,Private room,78,1.16,Barcelona
500.0,Entire home/apt,1,0.13,Barcelona
50.0,Private room,0,,Barcelona
15.0,Private room,1,0.44,Barcelona
80.0,Entire home/apt,9,1.76,Barcelona
48.0,Private room,0,,Barcelona
70.0,Entire home/apt,0,,Barcelona
250.0,Private room,0,,Barcelona
104.0,Entire home/apt,22,0.9,Barcelona
110.0,Entire home/apt,23,0.9,Barcelona
89.0,Entire home/apt,2,0.13,Barcelona
10.0,Shared room,9,0.86,Barcelona
165.0,Entire home/apt,9,1.02,Barcelona
215.0,Entire home/apt,9,0.33,Barcelona
70.0,Entire home/apt,18,1.32,Barcelona
180.0,Private room,1,0.15,Barcelona
100.0,Entire home/apt,3,0.16,Barcelona
60.0,Entire home/apt,0,,Barcelona
30.0,Private room,10,0.44,Barcelona
25.0,Private room,0,,Barcelona
113.0,Entire home/apt,111,2.46,Barcelona
110.0,Entire home/apt,1,0.13,Barcelona
70.0,Entire home/apt,5,5.0,Barcelona
39.0,Private room,0,,Barcelona
229.0,Entire home/apt,11,0.31,Barcelona
45.0,Private room,7,0.22,Barcelona
42.0,Private room,42,1.78,Barcelona
120.0,Entire home/apt,0,,Barcelona
35.0,Private room,9,5.63,Barcelona
59.0,Private room,0,,Barcelona
400.0,Entire home/apt,0,,Barcelona
149.0,Entire home/apt,5,0.12,Barcelona
48.0,Private room,162,2.68,Barcelona
215.0,Entire home/apt,12,1.23,Barcelona
59.0,Private room,29,0.9,Barcelona
70.0,Entire home/apt,4,1.24,Barcelona
52.0,Private room,4,0.4,Barcelona
220.0,Entire home/apt,7,0.2,Barcelona
120.0,Entire home/apt,115,3.23,Barcelona
110.0,Private room,0,,Barcelona
40.0,Private room,17,0.52,Barcelona
179.0,Entire home/apt,33,0.78,Barcelona
50.0,Private room,0,,Barcelona
100.0,Entire home/apt,91,4.57,Barcelona
110.0,Entire home/apt,0,,Barcelona
99.0,Entire home/apt,16,0.48,Barcelona
125.0,Entire home/apt,8,0.29,Barcelona
75.0,Private room,148,4.15,Barcelona
39.0,Private room,17,4.21,Barcelona
80.0,Private room,1,0.03,Barcelona
39.0,Private room,0,,Barcelona
170.0,Entire home/apt,11,0.59,Barcelona
42.0,Entire home/apt,2,0.29,Barcelona
70.0,Entire home/apt,0,,Barcelona
60.0,Entire home/apt,2,2.0,Barcelona
120.0,Entire home/apt,34,4.7,Barcelona
37.0,Private room,53,2.47,Barcelona
35.0,Private room,16,1.51,Barcelona
92.0,Entire home/apt,23,1.87,Barcelona
