price,room_type,number_of_reviews,reviews_per_month,city
54,Private room,5,4.55,Melbourne
46,Private room,0,,Melbourne
96,Entire home/apt,122,4.29,Melbourne
64,Entire home/apt,8,0.28,Melbourne
102,Private room,6,0.21,Melbourne
80,Entire home/apt,20,0.73,Melbourne
35,Private room,8,0.76,Melbourne
109,Entire home/apt,131,4.6,Melbourne
120,Entire home/apt,10,0.39,Melbourne
100,Entire home/apt,115,4.04,Melbourne
73,Entire home/apt,8,0.28,Melbourne
75,Entire home/apt,4,0.17,Melbourne
71,Entire home/apt,7,0.31,Melbourne
75,Entire home/apt,92,3.37,Melbourne
60,Private room,3,0.11,Melbourne
119,Entire home/apt,93,3.43,Melbourne
161,Entire home/apt,47,1.75,Melbourne
109,Entire home/apt,102,3.59,Melbourne
30,Private room,1,0.04,Melbourne
450,Entire home/apt,42,1.5,Melbourne
165,Entire home/apt,65,2.42,Melbourne
120,Entire home/apt,48,1.71,Melbourne
100,Entire home/apt,223,7.96,Melbourne
174,Entire home/apt,48,1.76,Melbourne
28,Private room,10,0.37,Melbourne
118,Entire home/apt,148,5.21,Melbourne
449,Entire home/apt,12,0.42,Melbourne
136,Entire home/apt,2,0.07,Melbourne
37,Private room,0,,Melbourne
94,Entire home/apt,4,0.15,Melbourne
82,Private room,47,1.68,Melbourne
100,Entire home/apt,122,4.29,Melbourne
78,Entire home/apt,9,0.34,Melbourne
169,Entire home/apt,186,6.65,Melbourne
280,Entire home/apt,28,1.05,Melbourne
120,Entire home/apt,89,4.89,Melbourne
54,Private room,17,0.61,Melbourne
75,Private room,0,,Melbourne
132,Entire home/apt,7,0.25,Melbourne
132,Entire home/apt,21,0.75,Melbourne
132,Entire home/apt,16,0.6,Melbourne
132,Entire home/apt,7,0.31,Melbourne
166,Entire home/apt,15,0.56,Melbourne
166,Entire home/apt,14,0.52,Melbourne
75,Private room,49,1.88,Melbourne
145,Entire home/apt,28,1.01,Melbourne
166,Entire home/apt,23,0.89,Melbourne
166,Entire home/apt,8,0.32,Melbourne
166,Entire home/apt,18,0.67,Melbourne
120,Entire home/apt,0,,Melbourne
166,Entire home/apt,16,0.58,Melbourne
166,Entire home/apt,16,0.61,Melbourne
125,Entire home/apt,208,7.55,Melbourne
166,Entire home/apt,19,0.7,Melbourne
166,Entire home/apt,17,0.62,Melbourne
166,Entire home/apt,19,0.72,Melbourne
71,Private room,0,,Melbourne
155,Entire home/apt,174,6.13,Melbourne
150,Private room,12,0.52,Melbourne
100,Entire home/apt,0,,Melbourne
50,Private room,21,0.75,Melbourne
141,Entire home/apt,2,0.12,Melbourne
400,Entire home/apt,12,0.46,Melbourne
98,Entire home/apt,85,3.01,Melbourne
119,Entire home/apt,5,0.18,Melbourne
71,Private room,17,0.64,Melbourne
96,Entire home/apt,0,,Melbourne
30,Private room,16,0.58,Melbourne
89,Private room,42,1.49,Melbourne
120,Entire home/apt,53,1.89,Melbourne
97,Entire home/apt,83,2.94,Melbourne
199,Entire home/apt,4,0.14,Melbourne
118,Entire home/apt,9,0.34,Melbourne
154,Entire home/apt,48,1.78,Melbourne
60,Private room,15,0.63,Melbourne
295,Entire home/apt,18,0.78,Melbourne
105,Entire home/apt,12,0.43,Melbourne
120,Private room,136,4.9,Melbourne
190,Entire home/apt,0,,Melbourne
26,Private room,35,1.29,Melbourne
35,Private room,84,3.07,Melbourne
289,Entire home/apt,1,0.04,Melbourne
140,Entire home/apt,0,,Melbourne
165,Entire home/apt,50,1.81,Melbourne
350,Entire home/apt,29,1.17,Melbourne
148,Entire home/apt,77,2.73,Melbourne
89,Private room,63,2.23,Melbourne
109,Entire home/apt,140,5.22,Melbourne
55,Private room,44,1.69,Melbourne
50,Private room,1,0.06,Melbourne
192,Entire home/apt,112,4.05,Melbourne
80,Entire home/apt,12,0.47,Melbourne
145,Entire home/apt,3,0.11,Melbourne
127,Entire home/apt,113,4.08,Melbourne
125,Entire home/apt,119,4.23,Melbourne
220,Entire home/apt,31,1.12,Melbourne
999,Private room,13,0.46,Melbourne
115,Entire home/apt,160,5.73,Melbourne
350,Entire home/apt,61,2.23,Melbourne
40,Shared room,0,,Melbourne
145,Private room,29,1.24,Melbourne
233,Entire home/apt,5,0.2,Melbourne
230,Entire home/apt,39,1.45,Melbourne
180,Entire home/apt,4,0.24,Melbourne
138,Entire home/apt,46,1.66,Melbourne
100,Entire home/apt,119,4.28,Melbourne
150,Entire home/apt,3,0.11,Melbourne
138,Entire home/apt,67,2.4,Melbourne
53,Private room,1,0.04,Melbourne
48,Private room,13,1.19,Melbourne
109,Entire home/apt,163,5.81,Melbourne
199,Entire home/apt,29,1.12,Melbourne
195,Entire home/apt,147,5.38,Melbourne
130,Entire home/apt,10,0.42,Melbourne
651,Entire home/apt,1,0.09,Melbourne
165,Entire home/apt,158,5.65,Melbourne
79,Private room,41,2.23,Melbourne
111,Entire home/apt,103,3.73,Melbourne
199,Entire home/apt,38,1.36,Melbourne
62,Private room,2,0.07,Melbourne
155,Entire home/apt,50,1.83,Melbourne
80,Private room,6,0.34,Melbourne
55,Private room,0,,Melbourne
136,Entire home/apt,58,2.09,Melbourne
119,Entire home/apt,52,1.86,Melbourne
120,Private room,57,2.23,Melbourne
40,Private room,15,0.54,Melbourne
90,Private room,17,0.63,Melbourne
72,Private room,12,0.43,Melbourne
84,Entire home/apt,4,0.16,Melbourne
84,Entire home/apt,10,0.38,Melbourne
115,Entire home/apt,50,1.85,Melbourne
239,Entire home/apt,59,2.43,Melbourne
170,Entire home/apt,6,0.25,Melbourne
100,Private room,0,,Melbourne
120,Entire home/apt,0,,Melbourne
270,Entire home/apt,0,,Melbourne
90,Private room,3,0.16,Melbourne
186,Entire home/apt,57,2.24,Melbourne
100,Entire home/apt,66,2.38,Melbourne
134,Entire home/apt,69,2.47,Melbourne
109,Entire home/apt,69,2.57,Melbourne
150,Entire home/apt,75,2.68,Melbourne
35,Entire home/apt,0,,Melbourne
91,Entire home/apt,112,4.07,Melbourne
115,Entire home/apt,83,3.0,Melbourne
50,Shared room,1,0.04,Melbourne
100,Entire home/apt,5,0.19,Melbourne
180,Entire home/apt,58,4.37,Melbourne
170,Entire home/apt,13,0.49,Melbourne
120,Entire home/apt,1,0.04,Melbourne
209,Entire home/apt,69,2.51,Melbourne
329,Entire home/apt,30,1.12,Melbourne
100,Private room,5,0.18,Melbourne
50,Private room,0,,Melbourne
30,Shared room,8,0.29,Melbourne
169,Entire home/apt,105,3.82,Melbourne
98,Private room,2,0.07,Melbourne
161,Entire home/apt,2,0.08,Melbourne
136,Entire home/apt,67,2.46,Melbourne
61,Entire home/apt,0,,Melbourne
46,Private room,120,4.33,Melbourne
18,Shared room,0,,Melbourne
68,Private room,14,0.53,Melbourne
329,Entire home/apt,1,0.04,Melbourne
80,Entire home/apt,99,3.69,Melbourne
100,Private room,8,0.4,Melbourne
96,Private room,32,1.36,Melbourne
133,Entire home/apt,49,1.78,Melbourne
80,Private room,0,,Melbourne
195,Entire home/apt,8,0.3,Melbourne
35,Shared room,15,0.66,Melbourne
114,Entire home/apt,151,5.53,Melbourne
114,Entire home/apt,149,5.41,Melbourne
46,Private room,39,1.52,Melbourne
159,Entire home/apt,153,8.79,Melbourne
50,Private room,5,0.18,Melbourne
199,Entire home/apt,135,4.94,Melbourne
599,Entire home/apt,176,6.5,Melbourne
105,Entire home/apt,2,0.08,Melbourne
168,Entire home/apt,96,3.65,Melbourne
138,Entire home/apt,12,0.43,Melbourne
255,Entire home/apt,10,0.37,Melbourne
65,Private room,27,1.0,Melbourne
30,Private room,6,0.24,Melbourne
180,Entire home/apt,96,3.46,Melbourne
48,Private room,54,2.04,Melbourne
60,Private room,2,0.08,Melbourne
120,Entire home/apt,80,2.88,Melbourne
251,Entire home/apt,9,0.34,Melbourne
96,Private room,10,0.41,Melbourne
429,Entire home/apt,90,3.24,Melbourne
82,Entire home/apt,18,0.81,Melbourne
125,Entire home/apt,4,0.15,Melbourne
100,Entire home/apt,138,4.99,Melbourne
150,Entire home/apt,7,0.26,Melbourne
123,Entire home/apt,34,1.23,Melbourne
255,Entire home/apt,0,,Melbourne
155,Entire home/apt,110,3.96,Melbourne
325,Entire home/apt,31,2.4,Melbourne
120,Entire home/apt,16,0.58,Melbourne
108,Entire home/apt,8,0.29,Melbourne
58,Private room,4,0.14,Melbourne
199,Entire home/apt,10,0.41,Melbourne
37,Private room,46,1.72,Melbourne
289,Entire home/apt,22,0.85,Melbourne
136,Entire home/apt,129,4.85,Melbourne
64,Private room,38,1.44,Melbourne
138,Entire home/apt,59,2.2,Melbourne
69,Private room,2,0.08,Melbourne
180,Private room,0,,Melbourne
80,Entire home/apt,18,1.12,Melbourne
84,Private room,16,0.58,Melbourne
120,Entire home/apt,5,0.21,Melbourne
120,Private room,1,0.04,Melbourne
150,Entire home/apt,2,0.09,Melbourne
69,Private room,67,2.55,Melbourne
89,Entire home/apt,120,4.41,Melbourne
174,Entire home/apt,5,0.22,Melbourne
136,Entire home/apt,34,1.24,Melbourne
114,Entire home/apt,71,2.62,Melbourne
529,Entire home/apt,24,0.9,Melbourne
50,Private room,0,,Melbourne
140,Entire home/apt,4,0.15,Melbourne
112,Entire home/apt,20,0.79,Melbourne
180,Entire home/apt,71,2.58,Melbourne
115,Entire home/apt,48,1.75,Melbourne
100,Entire home/apt,49,1.82,Melbourne
100,Entire home/apt,107,4.1,Melbourne
125,Entire home/apt,174,6.32,Melbourne
129,Entire home/apt,33,1.25,Melbourne
138,Entire home/apt,69,2.55,Melbourne
80,Private room,7,0.26,Melbourne
226,Entire home/apt,7,0.26,Melbourne
100,Entire home/apt,114,4.25,Melbourne
42,Private room,12,0.44,Melbourne
118,Entire home/apt,109,4.08,Melbourne
60,Private room,3,0.11,Melbourne
475,Entire home/apt,47,1.75,Melbourne
165,Entire home/apt,102,3.74,Melbourne
90,Private room,2,0.09,Melbourne
155,Entire home/apt,2,0.14,Melbourne
46,Private room,0,,Melbourne
129,Entire home/apt,3,0.11,Melbourne
249,Entire home/apt,85,3.11,Melbourne
169,Entire home/apt,134,4.87,Melbourne
138,Entire home/apt,80,3.3,Melbourne
97,Entire home/apt,7,0.27,Melbourne
300,Entire home/apt,4,0.18,Melbourne
136,Entire home/apt,6,0.22,Melbourne
138,Entire home/apt,64,2.34,Melbourne
100,Entire home/apt,150,5.45,Melbourne
40,Private room,9,0.43,Melbourne
613,Entire home/apt,25,1.18,Melbourne
295,Entire home/apt,125,5.12,Melbourne
60,Private room,35,1.52,Melbourne
148,Entire home/apt,6,0.23,Melbourne
100,Entire home/apt,7,0.26,Melbourne
100,Private room,2,0.12,Melbourne
199,Entire home/apt,109,3.99,Melbourne
29,Shared room,10,0.4,Melbourne
46,Private room,0,,Melbourne
122,Entire home/apt,135,4.95,Melbourne
120,Entire home/apt,104,4.45,Melbourne
299,Private room,2,0.17,Melbourne
90,Entire home/apt,75,2.84,Melbourne
280,Entire home/apt,2,0.08,Melbourne
166,Entire home/apt,139,5.33,Melbourne
80,Entire home/apt,8,0.3,Melbourne
54,Private room,5,2.24,Melbourne
100,Entire home/apt,31,1.17,Melbourne
40,Private room,3,0.19,Melbourne
145,Entire home/apt,11,0.41,Melbourne
132,Entire home/apt,58,2.21,Melbourne
79,Entire home/apt,147,5.42,Melbourne
133,Shared room,0,,Melbourne
115,Entire home/apt,35,1.69,Melbourne
150,Private room,0,,Melbourne
208,Entire home/apt,33,1.29,Melbourne
249,Entire home/apt,100,3.7,Melbourne
186,Entire home/apt,30,2.47,Melbourne
100,Entire home/apt,67,2.52,Melbourne
150,Entire home/apt,116,4.26,Melbourne
226,Entire home/apt,33,1.33,Melbourne
143,Entire home/apt,144,5.37,Melbourne
100,Entire home/apt,128,4.69,Melbourne
245,Entire home/apt,1,0.08,Melbourne
116,Entire home/apt,156,5.76,Melbourne
300,Entire home/apt,92,3.6,Melbourne
42,Private room,1,0.04,Melbourne
299,Entire home/apt,11,0.51,Melbourne
159,Entire home/apt,13,0.48,Melbourne
60,Private room,38,1.44,Melbourne
249,Entire home/apt,11,0.49,Melbourne
651,Entire home/apt,4,0.16,Melbourne
42,Private room,7,0.29,Melbourne
120,Entire home/apt,1,0.04,Melbourne
40,Private room,22,0.81,Melbourne
154,Entire home/apt,65,2.45,Melbourne
39,Private room,1,0.48,Melbourne
100,Entire home/apt,72,2.68,Melbourne
65,Private room,21,0.79,Melbourne
30,Private room,4,0.15,Melbourne
127,Entire home/apt,90,3.44,Melbourne
53,Private room,0,,Melbourne
400,Entire home/apt,9,0.34,Melbourne
154,Entire home/apt,62,2.3,Melbourne
150,Entire home/apt,75,2.77,Melbourne
111,Entire home/apt,10,0.41,Melbourne
100,Entire home/apt,25,1.06,Melbourne
65,Entire home/apt,19,0.71,Melbourne
199,Private room,0,,Melbourne
199,Entire home/apt,1,0.04,Melbourne
244,Entire home/apt,0,,Melbourne
244,Entire home/apt,0,,Melbourne
230,Entire home/apt,0,,Melbourne
293,Entire home/apt,0,,Melbourne
293,Entire home/apt,1,0.04,Melbourne
209,Entire home/apt,7,0.28,Melbourne
50,Private room,0,,Melbourne
96,Entire home/apt,4,0.15,Melbourne
90,Private room,31,1.16,Melbourne
161,Entire home/apt,64,2.44,Melbourne
55,Private room,6,0.22,Melbourne
289,Entire home/apt,0,,Melbourne
1015,Entire home/apt,42,1.64,Melbourne
115,Entire home/apt,15,0.61,Melbourne
144,Entire home/apt,1,0.04,Melbourne
75,Private room,8,0.3,Melbourne
550,Entire home/apt,2,0.09,Melbourne
84,Entire home/apt,28,1.3,Melbourne
40,Private room,55,2.05,Melbourne
109,Entire home/apt,98,3.59,Melbourne
199,Entire home/apt,213,7.85,Melbourne
80,Private room,8,0.35,Melbourne
53,Private room,10,0.37,Melbourne
89,Entire home/apt,106,4.01,Melbourne
138,Entire home/apt,7,0.27,Melbourne
100,Entire home/apt,99,3.7,Melbourne
174,Entire home/apt,116,4.29,Melbourne
100,Entire home/apt,92,3.4,Melbourne
100,Entire home/apt,76,3.15,Melbourne
295,Entire home/apt,16,0.65,Melbourne
50,Private room,20,0.78,Melbourne
150,Entire home/apt,0,,Melbourne
186,Entire home/apt,24,0.89,Melbourne
156,Entire home/apt,49,1.83,Melbourne
89,Entire home/apt,105,4.06,Melbourne
90,Entire home/apt,2,0.07,Melbourne
170,Entire home/apt,30,1.15,Melbourne
145,Entire home/apt,31,1.17,Melbourne
300,Entire home/apt,26,1.07,Melbourne
60,Private room,24,0.9,Melbourne
246,Entire home/apt,12,0.45,Melbourne
40,Private room,2,0.08,Melbourne
50,Private room,18,0.71,Melbourne
215,Entire home/apt,3,0.13,Melbourne
350,Entire home/apt,27,1.02,Melbourne
129,Entire home/apt,5,0.2,Melbourne
90,Private room,19,0.71,Melbourne
226,Entire home/apt,1,0.04,Melbourne
84,Private room,18,0.67,Melbourne
140,Entire home/apt,14,0.52,Melbourne
96,Entire home/apt,52,2.28,Melbourne
65,Private room,107,4.08,Melbourne
65,Private room,34,1.28,Melbourne
275,Entire home/apt,116,4.48,Melbourne
105,Entire home/apt,120,4.48,Melbourne
90,Private room,0,,Melbourne
199,Entire home/apt,6,0.24,Melbourne
84,Entire home/apt,16,0.61,Melbourne
136,Entire home/apt,66,2.78,Melbourne
114,Entire home/apt,130,4.91,Melbourne
54,Private room,15,0.57,Melbourne
277,Entire home/apt,1,0.06,Melbourne
40,Private room,2,0.08,Melbourne
138,Entire home/apt,36,1.35,Melbourne
50,Entire home/apt,12,0.84,Melbourne
180,Entire home/apt,4,0.15,Melbourne
350,Entire home/apt,20,0.85,Melbourne
37,Private room,2,0.07,Melbourne
800,Entire home/apt,0,,Melbourne
101,Entire home/apt,103,4.23,Melbourne
75,Private room,0,,Melbourne
150,Entire home/apt,18,0.71,Melbourne
39,Private room,11,0.41,Melbourne
147,Entire home/apt,24,0.9,Melbourne
145,Private room,0,,Melbourne
60,Private room,18,0.68,Melbourne
140,Entire home/apt,137,5.24,Melbourne
35,Private room,129,4.81,Melbourne
80,Private room,0,,Melbourne
140,Entire home/apt,93,3.54,Melbourne
120,Private room,2,0.1,Melbourne
30,Private room,11,0.74,Melbourne
419,Entire home/apt,18,0.74,Melbourne
1650,Entire home/apt,0,,Melbourne
65,Private room,16,0.6,Melbourne
145,Entire home/apt,25,0.94,Melbourne
125,Entire home/apt,15,0.58,Melbourne
150,Entire home/apt,191,7.38,Melbourne
130,Entire home/apt,11,0.41,Melbourne
140,Entire home/apt,34,1.43,Melbourne
98,Entire home/apt,176,6.81,Melbourne
109,Entire home/apt,29,1.12,Melbourne
75,Private room,0,,Melbourne
215,Entire home/apt,2,0.08,Melbourne
87,Entire home/apt,88,3.35,Melbourne
226,Entire home/apt,1,0.04,Melbourne
100,Private room,2,0.08,Melbourne
145,Entire home/apt,47,1.83,Melbourne
71,Private room,20,0.74,Melbourne
280,Entire home/apt,59,2.2,Melbourne
158,Entire home/apt,35,1.37,Melbourne
190,Entire home/apt,103,3.87,Melbourne
115,Entire home/apt,23,0.87,Melbourne
150,Private room,0,,Melbourne
300,Entire home/apt,5,0.21,Melbourne
89,Private room,42,1.58,Melbourne
50,Private room,0,,Melbourne
100,Entire home/apt,118,4.4,Melbourne
299,Entire home/apt,3,0.13,Melbourne
35,Private room,2,0.14,Melbourne
80,Entire home/apt,304,11.3,Melbourne
75,Private room,0,,Melbourne
75,Private room,0,,Melbourne
159,Entire home/apt,10,0.4,Melbourne
65,Private room,27,1.01,Melbourne
50,Private room,8,0.3,Melbourne
65,Private room,21,0.8,Melbourne
96,Entire home/apt,35,1.36,Melbourne
80,Private room,1,0.05,Melbourne
96,Entire home/apt,2,0.08,Melbourne
91,Entire home/apt,24,0.93,Melbourne
299,Private room,2,0.08,Melbourne
62,Private room,4,0.17,Melbourne
79,Private room,36,1.56,Melbourne
97,Entire home/apt,19,0.76,Melbourne
180,Entire home/apt,18,0.72,Melbourne
130,Entire home/apt,143,5.36,Melbourne
108,Entire home/apt,11,0.41,Melbourne
120,Entire home/apt,159,5.94,Melbourne
98,Entire home/apt,126,4.73,Melbourne
150,Entire home/apt,91,3.43,Melbourne
43,Private room,57,2.22,Melbourne
145,Entire home/apt,70,2.63,Melbourne
169,Entire home/apt,180,7.08,Melbourne
100,Entire home/apt,38,1.42,Melbourne
150,Entire home/apt,25,0.97,Melbourne
120,Entire home/apt,13,0.53,Melbourne
676,Entire home/apt,2,0.08,Melbourne
150,Entire home/apt,19,0.72,Melbourne
161,Entire home/apt,122,4.67,Melbourne
105,Entire home/apt,59,5.51,Melbourne
71,Private room,2,0.19,Melbourne
39,Private room,26,0.98,Melbourne
100,Private room,2,0.08,Melbourne
150,Entire home/apt,130,4.84,Melbourne
180,Entire home/apt,93,4.47,Melbourne
84,Entire home/apt,91,4.81,Melbourne
100,Entire home/apt,15,0.56,Melbourne
150,Entire home/apt,73,2.75,Melbourne
109,Entire home/apt,5,0.19,Melbourne
220,Entire home/apt,21,0.88,Melbourne
55,Private room,35,1.37,Melbourne
83,Private room,0,,Melbourne
260,Entire home/apt,2,0.13,Melbourne
550,Entire home/apt,34,1.64,Melbourne
122,Entire home/apt,4,0.16,Melbourne
140,Entire home/apt,73,2.9,Melbourne
29,Private room,22,0.82,Melbourne
48,Private room,29,1.1,Melbourne
65,Private room,17,0.64,Melbourne
68,Private room,18,0.68,Melbourne
228,Entire home/apt,15,0.6,Melbourne
100,Entire home/apt,84,3.19,Melbourne
127,Entire home/apt,69,2.62,Melbourne
179,Entire home/apt,36,1.35,Melbourne
100,Entire home/apt,123,4.63,Melbourne
29,Private room,4,0.18,Melbourne
249,Entire home/apt,44,1.66,Melbourne
174,Entire home/apt,15,0.59,Melbourne
100,Entire home/apt,141,5.29,Melbourne
84,Private room,2,0.09,Melbourne
50,Entire home/apt,13,0.89,Melbourne
125,Private room,0,,Melbourne
100,Entire home/apt,1,0.2,Melbourne
150,Entire home/apt,20,0.81,Melbourne
251,Entire home/apt,10,0.41,Melbourne
30,Private room,47,1.78,Melbourne
46,Private room,79,3.05,Melbourne
120,Entire home/apt,104,4.02,Melbourne
390,Entire home/apt,1,0.04,Melbourne
140,Entire home/apt,14,0.53,Melbourne
109,Entire home/apt,15,0.58,Melbourne
73,Private room,26,1.04,Melbourne
158,Entire home/apt,21,0.79,Melbourne
251,Entire home/apt,35,1.4,Melbourne
84,Private room,31,1.2,Melbourne
109,Entire home/apt,24,1.03,Melbourne
71,Entire home/apt,1,0.04,Melbourne
109,Entire home/apt,40,1.53,Melbourne
109,Entire home/apt,75,3.06,Melbourne
35,Private room,1,0.04,Melbourne
198,Entire home/apt,75,2.87,Melbourne
55,Private room,24,1.09,Melbourne
100,Entire home/apt,112,4.3,Melbourne
354,Entire home/apt,0,,Melbourne
100,Entire home/apt,67,5.0,Melbourne
137,Private room,28,1.22,Melbourne
109,Private room,4,0.17,Melbourne
100,Private room,5,0.2,Melbourne
120,Private room,2,0.08,Melbourne
350,Entire home/apt,113,4.25,Melbourne
71,Private room,1,0.05,Melbourne
80,Private room,0,,Melbourne
114,Entire home/apt,145,5.56,Melbourne
75,Private room,76,2.85,Melbourne
91,Entire home/apt,56,2.33,Melbourne
732,Entire home/apt,13,0.57,Melbourne
195,Entire home/apt,6,0.24,Melbourne
60,Private room,3,0.12,Melbourne
100,Entire home/apt,63,2.6,Melbourne
35,Private room,0,,Melbourne
395,Entire home/apt,7,0.27,Melbourne
199,Entire home/apt,8,0.66,Melbourne
48,Private room,8,0.3,Melbourne
120,Entire home/apt,60,2.37,Melbourne
1200,Entire home/apt,2,0.08,Melbourne
105,Entire home/apt,67,2.54,Melbourne
120,Entire home/apt,108,4.1,Melbourne
299,Entire home/apt,83,3.67,Melbourne
150,Entire home/apt,27,1.03,Melbourne
57,Private room,13,0.52,Melbourne
71,Private room,2,0.09,Melbourne
60,Private room,45,1.95,Melbourne
109,Entire home/apt,22,1.08,Melbourne
50,Private room,17,0.66,Melbourne
65,Private room,39,1.48,Melbourne
130,Entire home/apt,19,0.73,Melbourne
242,Entire home/apt,2,0.09,Melbourne
100,Entire home/apt,17,2.06,Melbourne
100,Private room,3,0.14,Melbourne
46,Private room,8,0.31,Melbourne
119,Entire home/apt,72,2.76,Melbourne
65,Private room,26,1.1,Melbourne
120,Entire home/apt,144,5.51,Melbourne
199,Entire home/apt,172,6.68,Melbourne
174,Entire home/apt,20,0.81,Melbourne
595,Entire home/apt,87,3.92,Melbourne
890,Entire home/apt,1,0.09,Melbourne
1304,Private room,0,,Melbourne
40,Private room,9,0.34,Melbourne
97,Entire home/apt,46,1.78,Melbourne
53,Entire home/apt,0,,Melbourne
136,Entire home/apt,94,3.63,Melbourne
133,Entire home/apt,40,1.58,Melbourne
68,Private room,11,0.43,Melbourne
162,Entire home/apt,20,0.83,Melbourne
595,Entire home/apt,0,,Melbourne
275,Entire home/apt,3,0.13,Melbourne
148,Entire home/apt,114,4.34,Melbourne
251,Entire home/apt,22,0.87,Melbourne
46,Private room,45,1.76,Melbourne
230,Entire home/apt,63,2.88,Melbourne
96,Private room,0,,Melbourne
100,Entire home/apt,52,1.99,Melbourne
60,Private room,6,0.82,Melbourne
96,Entire home/apt,85,3.41,Melbourne
109,Entire home/apt,135,5.17,Melbourne
78,Private room,3,0.11,Melbourne
71,Private room,34,1.32,Melbourne
239,Entire home/apt,17,0.82,Melbourne
148,Entire home/apt,6,0.25,Melbourne
89,Entire home/apt,115,4.41,Melbourne
118,Entire home/apt,72,2.76,Melbourne
100,Private room,1,0.04,Melbourne
60,Private room,35,1.42,Melbourne
100,Entire home/apt,103,3.94,Melbourne
89,Entire home/apt,4,0.16,Melbourne
174,Entire home/apt,206,7.94,Melbourne
50,Private room,0,,Melbourne
83,Entire home/apt,2,0.08,Melbourne
120,Entire home/apt,78,2.98,Melbourne
150,Entire home/apt,6,0.24,Melbourne
46,Private room,3,0.14,Melbourne
168,Entire home/apt,73,3.02,Melbourne
127,Entire home/apt,53,2.04,Melbourne
50,Private room,44,1.7,Melbourne
390,Entire home/apt,37,1.48,Melbourne
96,Private room,3,0.14,Melbourne
136,Entire home/apt,14,0.6,Melbourne
96,Entire home/apt,50,2.5,Melbourne
80,Entire home/apt,9,0.37,Melbourne
199,Entire home/apt,151,5.99,Melbourne
120,Private room,18,0.71,Melbourne
125,Entire home/apt,8,0.31,Melbourne
165,Entire home/apt,76,5.73,Melbourne
125,Private room,0,,Melbourne
35,Private room,3,0.13,Melbourne
96,Entire home/apt,3,0.12,Melbourne
400,Entire home/apt,30,1.15,Melbourne
50,Private room,0,,Melbourne
54,Private room,15,0.64,Melbourne
89,Private room,16,0.62,Melbourne
120,Entire home/apt,61,2.4,Melbourne
275,Entire home/apt,24,0.99,Melbourne
350,Private room,0,,Melbourne
174,Entire home/apt,30,1.25,Melbourne
79,Entire home/apt,3,0.15,Melbourne
60,Private room,1,0.05,Melbourne
155,Entire home/apt,2,0.08,Melbourne
109,Entire home/apt,0,,Melbourne
120,Entire home/apt,86,3.32,Melbourne
199,Entire home/apt,127,4.95,Melbourne
100,Entire home/apt,9,0.34,Melbourne
199,Entire home/apt,158,6.19,Melbourne
199,Entire home/apt,154,5.98,Melbourne
300,Entire home/apt,123,4.87,Melbourne
75,Private room,31,1.26,Melbourne
145,Entire home/apt,4,0.16,Melbourne
220,Entire home/apt,0,,Melbourne
480,Entire home/apt,3,0.13,Melbourne
199,Entire home/apt,23,0.9,Melbourne
130,Entire home/apt,0,,Melbourne
150,Entire home/apt,18,0.69,Melbourne
125,Entire home/apt,126,4.9,Melbourne
90,Entire home/apt,15,0.62,Melbourne
98,Entire home/apt,58,2.23,Melbourne
100,Entire home/apt,4,0.17,Melbourne
44,Private room,29,1.37,Melbourne
161,Entire home/apt,0,,Melbourne
60,Private room,12,0.47,Melbourne
1139,Entire home/apt,3,0.24,Melbourne
150,Entire home/apt,1,0.06,Melbourne
150,Entire home/apt,1,0.07,Melbourne
379,Entire home/apt,0,,Melbourne
40,Private room,23,0.9,Melbourne
206,Entire home/apt,2,0.14,Melbourne
206,Entire home/apt,5,0.22,Melbourne
206,Entire home/apt,0,,Melbourne
206,Entire home/apt,2,0.09,Melbourne
179,Entire home/apt,40,4.41,Melbourne
114,Entire home/apt,8,0.41,Melbourne
270,Entire home/apt,3,0.13,Melbourne
75,Entire home/apt,59,2.32,Melbourne
98,Entire home/apt,70,2.68,Melbourne
109,Private room,0,,Melbourne
109,Entire home/apt,31,1.19,Melbourne
159,Entire home/apt,49,2.12,Melbourne
100,Entire home/apt,98,3.77,Melbourne
300,Entire home/apt,1,0.07,Melbourne
75,Private room,15,0.58,Melbourne
54,Private room,1,0.08,Melbourne
105,Entire home/apt,11,0.44,Melbourne
395,Private room,0,,Melbourne
158,Entire home/apt,65,2.66,Melbourne
150,Entire home/apt,15,0.67,Melbourne
119,Entire home/apt,64,2.52,Melbourne
55,Private room,8,0.37,Melbourne
145,Entire home/apt,73,2.8,Melbourne
66,Entire home/apt,0,,Melbourne
29,Private room,24,1.01,Melbourne
46,Private room,20,0.79,Melbourne
71,Private room,7,0.33,Melbourne
170,Entire home/apt,44,1.74,Melbourne
170,Entire home/apt,14,0.54,Melbourne
118,Entire home/apt,39,1.71,Melbourne
109,Entire home/apt,0,,Melbourne
120,Entire home/apt,14,0.54,Melbourne
249,Entire home/apt,27,1.1,Melbourne
84,Entire home/apt,19,0.78,Melbourne
80,Private room,106,4.17,Melbourne
100,Entire home/apt,1,0.04,Melbourne
269,Entire home/apt,93,3.59,Melbourne
120,Entire home/apt,38,1.48,Melbourne
199,Entire home/apt,20,0.82,Melbourne
65,Private room,18,0.77,Melbourne
262,Entire home/apt,87,3.62,Melbourne
125,Entire home/apt,14,0.81,Melbourne
138,Entire home/apt,29,1.17,Melbourne
53,Private room,46,1.84,Melbourne
