price,room_type,number_of_reviews,reviews_per_month,city
60,Private room,0,,Sydney
120,Entire home/apt,3,0.11,Sydney
450,Entire home/apt,65,2.27,Sydney
80,Entire home/apt,74,2.61,Sydney
150,Entire home/apt,0,,Sydney
199,Entire home/apt,17,0.58,Sydney
199,Entire home/apt,0,,Sydney
60,Private room,0,,Sydney
700,Entire home/apt,0,,Sydney
64,Private room,0,,Sydney
100,Entire home/apt,4,0.14,Sydney
65,Private room,4,0.14,Sydney
75,Private room,0,,Sydney
5000,Entire home/apt,0,,Sydney
350,Entire home/apt,2,0.09,Sydney
220,Entire home/apt,4,0.17,Sydney
173,Entire home/apt,26,0.93,Sydney
71,Entire home/apt,1,0.04,Sydney
150,Entire home/apt,0,,Sydney
300,Entire home/apt,2,0.07,Sydney
54,Private room,0,,Sydney
35,Private room,1,0.04,Sydney
47,Private room,0,,Sydney
54,Private room,0,,Sydney
199,Entire home/apt,3,0.13,Sydney
51,Private room,0,,Sydney
96,Entire home/apt,29,1.23,Sydney
199,Entire home/apt,1,0.04,Sydney
39,Private room,4,1.24,Sydney
260,Entire home/apt,4,0.14,Sydney
100,Entire home/apt,5,0.18,Sydney
35,Private room,0,,Sydney
170,Entire home/apt,4,0.18,Sydney
145,Entire home/apt,2,0.07,Sydney
147,Entire home/apt,1,0.03,Sydney
136,Entire home/apt,69,2.37,Sydney
125,Entire home/apt,3,0.1,Sydney
300,Entire home/apt,11,0.41,Sydney
320,Entire home/apt,22,0.76,Sydney
50,Private room,0,,Sydney
154,Entire home/apt,10,0.49,Sydney
161,Entire home/apt,6,0.21,Sydney
500,Entire home/apt,0,,Sydney
100,Private room,1,0.03,Sydney
91,Entire home/apt,8,0.28,Sydney
130,Entire home/apt,103,3.58,Sydney
400,Entire home/apt,23,0.8,Sydney
90,Entire home/apt,1,0.04,Sydney
98,Entire home/apt,56,1.93,Sydney
136,Entire home/apt,82,2.81,Sydney
89,Private room,6,0.28,Sydney
800,Entire home/apt,2,0.08,Sydney
132,Entire home/apt,2,0.1,Sydney
161,Entire home/apt,18,0.63,Sydney
75,Entire home/apt,1,0.04,Sydney
389,Entire home/apt,1,0.04,Sydney
115,Entire home/apt,12,0.73,Sydney
150,Private room,13,0.53,Sydney
300,Entire home/apt,3,0.13,Sydney
119,Entire home/apt,63,2.25,Sydney
150,Entire home/apt,13,0.51,Sydney
100,Entire home/apt,1,0.04,Sydney
140,Entire home/apt,0,,Sydney
71,Private room,4,0.55,Sydney
251,Entire home/apt,5,0.17,Sydney
190,Entire home/apt,2,0.07,Sydney
150,Private room,0,,Sydney
399,Entire home/apt,1,0.04,Sydney
1200,Entire home/apt,2,0.08,Sydney
3999,Private room,0,,Sydney
195,Entire home/apt,0,,Sydney
150,Entire home/apt,1,0.04,Sydney
480,Entire home/apt,42,1.47,Sydney
199,Entire home/apt,0,,Sydney
119,Private room,5,0.18,Sydney
93,Entire home/apt,76,2.67,Sydney
195,Entire home/apt,57,1.97,Sydney
199,Private room,0,,Sydney
57,Private room,0,,Sydney
60,Private room,54,1.93,Sydney
84,Private room,39,2.17,Sydney
109,Entire home/apt,43,1.49,Sydney
118,Private room,93,3.3,Sydney
35,Private room,0,,Sydney
138,Private room,3,0.11,Sydney
630,Entire home/apt,0,,Sydney
120,Entire home/apt,3,0.11,Sydney
55,Entire home/apt,3,0.11,Sydney
120,Entire home/apt,2,0.09,Sydney
140,Entire home/apt,1,0.19,Sydney
39,Private room,8,0.92,Sydney
285,Entire home/apt,6,0.25,Sydney
370,Entire home/apt,6,0.23,Sydney
48,Shared room,0,,Sydney
60,Private room,0,,Sydney
71,Private room,3,0.1,Sydney
60,Private room,1,0.04,Sydney
50,Private room,0,,Sydney
100,Entire home/apt,109,3.82,Sydney
230,Entire home/apt,1,0.05,Sydney
130,Entire home/apt,12,0.42,Sydney
2430,Entire home/apt,0,,Sydney
46,Private room,2,0.09,Sydney
104,Entire home/apt,31,1.07,Sydney
60,Private room,15,0.64,Sydney
75,Private room,0,,Sydney
90,Private room,0,,Sydney
50,Private room,1,0.04,Sydney
120,Entire home/apt,7,0.25,Sydney
800,Entire home/apt,33,1.23,Sydney
1049,Entire home/apt,1,0.04,Sydney
109,Private room,10,0.36,Sydney
71,Private room,1,0.03,Sydney
150,Entire home/apt,1,0.04,Sydney
100,Entire home/apt,0,,Sydney
40,Private room,5,0.17,Sydney
300,Entire home/apt,77,2.71,Sydney
251,Entire home/apt,1,0.04,Sydney
210,Entire home/apt,77,6.81,Sydney
48,Private room,1,0.03,Sydney
89,Private room,0,,Sydney
599,Entire home/apt,1,0.04,Sydney
120,Entire home/apt,0,,Sydney
300,Entire home/apt,1,0.04,Sydney
53,Private room,0,,Sydney
115,Entire home/apt,4,0.15,Sydney
120,Entire home/apt,2,0.07,Sydney
400,Entire home/apt,4,0.16,Sydney
48,Private room,24,0.85,Sydney
199,Entire home/apt,0,,Sydney
55,Entire home/apt,2,0.07,Sydney
89,Private room,9,0.7,Sydney
350,Entire home/apt,2,0.1,Sydney
300,Private room,13,0.49,Sydney
64,Private room,0,,Sydney
350,Entire home/apt,86,2.98,Sydney
251,Entire home/apt,19,0.89,Sydney
100,Private room,0,,Sydney
180,Entire home/apt,51,1.75,Sydney
46,Private room,2,0.07,Sydney
300,Entire home/apt,47,2.57,Sydney
71,Private room,88,3.07,Sydney
50,Private room,0,,Sydney
154,Entire home/apt,9,0.32,Sydney
42,Private room,71,2.47,Sydney
145,Entire home/apt,2,0.07,Sydney
165,Entire home/apt,3,0.11,Sydney
100,Entire home/apt,52,1.82,Sydney
60,Private room,4,0.19,Sydney
431,Entire home/apt,3,0.33,Sydney
78,Private room,1,0.04,Sydney
260,Entire home/apt,10,0.39,Sydney
86,Private room,33,1.14,Sydney
199,Entire home/apt,10,0.36,Sydney
29,Shared room,1,0.03,Sydney
174,Entire home/apt,0,,Sydney
150,Entire home/apt,1,0.04,Sydney
116,Entire home/apt,5,0.18,Sydney
199,Entire home/apt,24,0.94,Sydney
1099,Entire home/apt,1,0.09,Sydney
130,Entire home/apt,6,0.21,Sydney
350,Entire home/apt,0,,Sydney
120,Entire home/apt,2,0.08,Sydney
140,Entire home/apt,6,0.22,Sydney
155,Entire home/apt,33,1.17,Sydney
300,Entire home/apt,3,0.11,Sydney
55,Private room,17,0.78,Sydney
50,Private room,5,0.18,Sydney
1200,Entire home/apt,4,0.15,Sydney
35,Private room,0,,Sydney
58,Private room,1,0.04,Sydney
270,Entire home/apt,58,2.05,Sydney
651,Entire home/apt,1,0.09,Sydney
46,Private room,0,,Sydney
58,Private room,0,,Sydney
700,Entire home/apt,2,0.07,Sydney
79,Private room,0,,Sydney
761,Entire home/apt,0,,Sydney
473,Entire home/apt,0,,Sydney
50,Private room,10,0.4,Sydney
651,Entire home/apt,2,0.08,Sydney
190,Private room,2,0.07,Sydney
300,Entire home/apt,0,,Sydney
145,Entire home/apt,2,0.07,Sydney
60,Private room,2,0.08,Sydney
46,Private room,0,,Sydney
300,Entire home/apt,0,,Sydney
46,Private room,0,,Sydney
170,Entire home/apt,5,0.17,Sydney
89,Private room,63,2.18,Sydney
65,Entire home/apt,19,0.81,Sydney
101,Entire home/apt,8,0.28,Sydney
130,Entire home/apt,0,,Sydney
65,Private room,46,1.65,Sydney
450,Entire home/apt,1,0.04,Sydney
130,Entire home/apt,4,0.15,Sydney
169,Entire home/apt,0,,Sydney
140,Entire home/apt,0,,Sydney
199,Entire home/apt,59,2.06,Sydney
199,Entire home/apt,5,0.19,Sydney
90,Private room,17,0.59,Sydney
150,Private room,1,0.04,Sydney
40,Shared room,0,,Sydney
100,Entire home/apt,7,0.75,Sydney
100,Private room,0,,Sydney
35,Private room,1,0.04,Sydney
150,Entire home/apt,18,0.69,Sydney
46,Private room,2,0.07,Sydney
91,Entire home/apt,0,,Sydney
84,Entire home/apt,0,,Sydney
80,Private room,1,0.09,Sydney
251,Entire home/apt,3,2.14,Sydney
140,Entire home/apt,5,0.18,Sydney
100,Entire home/apt,0,,Sydney
55,Private room,112,3.91,Sydney
144,Entire home/apt,198,6.87,Sydney
120,Private room,0,,Sydney
180,Entire home/apt,10,0.61,Sydney
120,Entire home/apt,2,0.95,Sydney
120,Private room,0,,Sydney
150,Entire home/apt,1,0.04,Sydney
102,Private room,0,,Sydney
40,Private room,1,0.03,Sydney
946,Entire home/apt,0,,Sydney
90,Private room,1,0.09,Sydney
89,Private room,108,3.87,Sydney
999,Entire home/apt,1,0.04,Sydney
80,Entire home/apt,45,1.62,Sydney
176,Entire home/apt,1,0.04,Sydney
71,Private room,40,1.4,Sydney
195,Private room,10,0.38,Sydney
280,Entire home/apt,1,0.04,Sydney
100,Entire home/apt,0,,Sydney
46,Private room,1,0.04,Sydney
489,Entire home/apt,1,0.41,Sydney
55,Private room,0,,Sydney
100,Entire home/apt,2,0.07,Sydney
35,Entire home/apt,0,,Sydney
199,Entire home/apt,28,0.99,Sydney
80,Entire home/apt,0,,Sydney
93,Entire home/apt,0,,Sydney
60,Private room,0,,Sydney
199,Entire home/apt,129,4.52,Sydney
100,Private room,7,0.25,Sydney
35,Private room,1,0.04,Sydney
251,Entire home/apt,0,,Sydney
65,Private room,1,0.04,Sydney
60,Private room,8,0.29,Sydney
136,Entire home/apt,0,,Sydney
46,Private room,4,0.15,Sydney
350,Entire home/apt,2,0.09,Sydney
55,Private room,8,0.28,Sydney
84,Private room,0,,Sydney
84,Entire home/apt,2,0.07,Sydney
651,Entire home/apt,3,0.13,Sydney
80,Entire home/apt,17,0.6,Sydney
999,Entire home/apt,0,,Sydney
25,Shared room,1,0.04,Sydney
990,Entire home/apt,29,1.02,Sydney
180,Entire home/apt,2,0.09,Sydney
140,Entire home/apt,3,0.11,Sydney
599,Entire home/apt,0,,Sydney
180,Entire home/apt,0,,Sydney
100,Entire home/apt,18,0.63,Sydney
46,Private room,0,,Sydney
700,Entire home/apt,0,,Sydney
71,Private room,110,3.84,Sydney
87,Private room,26,0.94,Sydney
50,Private room,0,,Sydney
50,Private room,9,0.32,Sydney
199,Entire home/apt,0,,Sydney
100,Entire home/apt,1,0.05,Sydney
119,Entire home/apt,1,0.04,Sydney
210,Entire home/apt,1,0.04,Sydney
75,Entire home/apt,60,2.12,Sydney
65,Private room,0,,Sydney
220,Entire home/apt,0,,Sydney
150,Entire home/apt,25,0.89,Sydney
109,Private room,2,0.18,Sydney
300,Entire home/apt,1,0.04,Sydney
84,Entire home/apt,4,0.14,Sydney
425,Entire home/apt,40,1.44,Sydney
90,Private room,108,3.85,Sydney
55,Private room,0,,Sydney
251,Private room,0,,Sydney
500,Entire home/apt,3,0.13,Sydney
98,Entire home/apt,14,0.5,Sydney
2860,Entire home/apt,0,,Sydney
234,Entire home/apt,20,0.72,Sydney
235,Entire home/apt,8,0.37,Sydney
550,Entire home/apt,3,0.13,Sydney
1725,Entire home/apt,0,,Sydney
71,Private room,0,,Sydney
44,Private room,35,1.8,Sydney
624,Entire home/apt,0,,Sydney
199,Entire home/apt,0,,Sydney
550,Entire home/apt,1,0.04,Sydney
226,Entire home/apt,23,1.13,Sydney
40,Private room,1,0.04,Sydney
46,Private room,0,,Sydney
210,Entire home/apt,2,0.08,Sydney
289,Entire home/apt,4,0.17,Sydney
89,Entire home/apt,62,2.24,Sydney
71,Private room,1,0.04,Sydney
120,Entire home/apt,14,0.53,Sydney
60,Private room,1,0.04,Sydney
1384,Entire home/apt,4,0.19,Sydney
80,Entire home/apt,0,,Sydney
550,Entire home/apt,1,0.04,Sydney
1400,Entire home/apt,0,,Sydney
161,Entire home/apt,28,1.03,Sydney
210,Entire home/apt,25,0.96,Sydney
90,Private room,51,1.81,Sydney
100,Private room,188,6.56,Sydney
100,Private room,201,7.0,Sydney
505,Entire home/apt,6,0.25,Sydney
735,Entire home/apt,1,0.04,Sydney
130,Entire home/apt,23,0.82,Sydney
60,Private room,0,,Sydney
48,Private room,44,1.57,Sydney
120,Entire home/apt,45,1.7,Sydney
342,Entire home/apt,8,0.35,Sydney
35,Private room,0,,Sydney
174,Entire home/apt,68,2.53,Sydney
165,Entire home/apt,16,0.57,Sydney
150,Entire home/apt,1,0.09,Sydney
75,Private room,1,0.04,Sydney
120,Entire home/apt,3,0.11,Sydney
174,Entire home/apt,9,0.34,Sydney
150,Private room,0,,Sydney
55,Private room,1,0.04,Sydney
80,Private room,0,,Sydney
1501,Entire home/apt,2,0.09,Sydney
140,Entire home/apt,81,2.89,Sydney
80,Private room,4,0.14,Sydney
50,Private room,3,0.11,Sydney
150,Entire home/apt,9,0.37,Sydney
105,Private room,34,1.24,Sydney
100,Private room,0,,Sydney
100,Entire home/apt,18,0.67,Sydney
65,Private room,12,0.57,Sydney
395,Entire home/apt,12,0.46,Sydney
37,Private room,10,0.58,Sydney
104,Entire home/apt,19,0.67,Sydney
58,Private room,0,,Sydney
120,Entire home/apt,5,0.19,Sydney
750,Entire home/apt,5,0.21,Sydney
47,Private room,9,0.32,Sydney
109,Entire home/apt,25,0.92,Sydney
325,Entire home/apt,4,0.17,Sydney
136,Entire home/apt,51,2.13,Sydney
460,Entire home/apt,6,0.24,Sydney
150,Entire home/apt,34,1.21,Sydney
220,Entire home/apt,41,1.74,Sydney
84,Entire home/apt,0,,Sydney
130,Entire home/apt,189,6.64,Sydney
325,Entire home/apt,1,0.04,Sydney
233,Entire home/apt,52,1.86,Sydney
161,Entire home/apt,25,0.89,Sydney
60,Private room,6,0.22,Sydney
174,Entire home/apt,69,2.46,Sydney
199,Entire home/apt,1,0.04,Sydney
260,Entire home/apt,41,1.51,Sydney
109,Private room,40,1.48,Sydney
71,Private room,0,,Sydney
35,Private room,17,0.6,Sydney
651,Entire home/apt,0,,Sydney
399,Entire home/apt,0,,Sydney
120,Entire home/apt,113,4.07,Sydney
199,Entire home/apt,4,0.3,Sydney
35,Private room,10,0.37,Sydney
90,Entire home/apt,29,1.06,Sydney
78,Private room,0,,Sydney
150,Entire home/apt,14,0.49,Sydney
316,Entire home/apt,0,,Sydney
65,Entire home/apt,4,0.14,Sydney
180,Entire home/apt,4,0.66,Sydney
489,Entire home/apt,0,,Sydney
220,Entire home/apt,100,3.74,Sydney
125,Entire home/apt,10,0.38,Sydney
30,Private room,34,1.2,Sydney
109,Private room,61,2.18,Sydney
154,Entire home/apt,115,4.12,Sydney
199,Entire home/apt,124,4.4,Sydney
779,Entire home/apt,4,0.15,Sydney
84,Private room,0,,Sydney
50,Private room,0,,Sydney
71,Private room,5,0.18,Sydney
100,Private room,2,0.07,Sydney
199,Entire home/apt,65,2.37,Sydney
60,Private room,3,0.11,Sydney
80,Private room,15,0.64,Sydney
682,Entire home/apt,0,,Sydney
72,Private room,0,,Sydney
310,Entire home/apt,4,0.25,Sydney
50,Private room,9,0.32,Sydney
195,Entire home/apt,44,1.73,Sydney
550,Entire home/apt,1,0.07,Sydney
150,Entire home/apt,4,0.15,Sydney
115,Entire home/apt,71,2.77,Sydney
132,Entire home/apt,1,0.04,Sydney
100,Private room,10,0.36,Sydney
55,Private room,17,0.63,Sydney
251,Entire home/apt,0,,Sydney
50,Private room,1,0.04,Sydney
100,Private room,0,,Sydney
226,Entire home/apt,2,0.08,Sydney
633,Entire home/apt,0,,Sydney
80,Private room,8,0.66,Sydney
84,Private room,36,1.36,Sydney
190,Entire home/apt,134,4.86,Sydney
490,Entire home/apt,1,0.04,Sydney
105,Entire home/apt,37,1.35,Sydney
19,Shared room,0,,Sydney
140,Entire home/apt,15,0.53,Sydney
150,Entire home/apt,37,1.31,Sydney
140,Entire home/apt,32,1.2,Sydney
90,Entire home/apt,0,,Sydney
280,Entire home/apt,134,4.76,Sydney
71,Private room,5,0.68,Sydney
295,Entire home/apt,25,1.23,Sydney
1101,Entire home/apt,3,0.13,Sydney
300,Entire home/apt,65,2.31,Sydney
750,Entire home/apt,0,,Sydney
100,Entire home/apt,87,3.21,Sydney
143,Entire home/apt,25,0.97,Sydney
109,Private room,4,0.15,Sydney
199,Entire home/apt,59,2.33,Sydney
300,Entire home/apt,1,0.04,Sydney
199,Entire home/apt,109,3.92,Sydney
35,Private room,18,0.66,Sydney
228,Entire home/apt,168,6.0,Sydney
64,Private room,1,0.14,Sydney
65,Entire home/apt,6,0.22,Sydney
150,Private room,1,0.04,Sydney
90,Entire home/apt,53,1.9,Sydney
599,Entire home/apt,0,,Sydney
115,Private room,31,1.37,Sydney
300,Entire home/apt,99,3.66,Sydney
66,Private room,8,0.29,Sydney
280,Entire home/apt,5,0.18,Sydney
1501,Entire home/apt,0,,Sydney
410,Entire home/apt,2,0.1,Sydney
350,Entire home/apt,4,0.17,Sydney
150,Shared room,2,0.08,Sydney
2351,Entire home/apt,1,0.04,Sydney
485,Entire home/apt,14,0.51,Sydney
96,Private room,1,0.04,Sydney
500,Entire home/apt,9,0.33,Sydney
289,Private room,3,0.17,Sydney
150,Private room,11,0.39,Sydney
120,Entire home/apt,0,,Sydney
161,Entire home/apt,1,0.09,Sydney
65,Private room,23,0.87,Sydney
100,Entire home/apt,24,0.93,Sydney
400,Entire home/apt,1,0.04,Sydney
80,Entire home/apt,66,2.39,Sydney
800,Entire home/apt,0,,Sydney
195,Entire home/apt,116,4.28,Sydney
550,Entire home/apt,1,0.04,Sydney
54,Private room,31,1.11,Sydney
249,Entire home/apt,22,0.88,Sydney
170,Entire home/apt,16,0.57,Sydney
186,Entire home/apt,34,1.28,Sydney
195,Entire home/apt,22,0.78,Sydney
50,Private room,0,,Sydney
195,Entire home/apt,121,5.24,Sydney
221,Entire home/apt,6,0.28,Sydney
341,Entire home/apt,0,,Sydney
90,Entire home/apt,39,1.45,Sydney
209,Entire home/apt,13,0.49,Sydney
64,Private room,0,,Sydney
80,Private room,0,,Sydney
150,Private room,0,,Sydney
199,Entire home/apt,1,0.04,Sydney
84,Entire home/apt,8,1.14,Sydney
370,Entire home/apt,15,0.63,Sydney
120,Entire home/apt,45,1.64,Sydney
109,Entire home/apt,5,0.7,Sydney
84,Private room,2,0.07,Sydney
65,Private room,2,0.07,Sydney
180,Entire home/apt,5,0.18,Sydney
230,Entire home/apt,102,4.02,Sydney
35,Private room,15,0.68,Sydney
125,Entire home/apt,161,5.83,Sydney
700,Entire home/apt,1,0.04,Sydney
125,Entire home/apt,0,,Sydney
100,Private room,21,0.79,Sydney
79,Entire home/apt,76,2.7,Sydney
150,Entire home/apt,2,0.08,Sydney
54,Entire home/apt,3,0.11,Sydney
79,Private room,13,0.67,Sydney
490,Entire home/apt,2,0.08,Sydney
500,Entire home/apt,1,0.04,Sydney
118,Entire home/apt,5,0.2,Sydney
208,Entire home/apt,64,2.29,Sydney
125,Entire home/apt,41,1.46,Sydney
251,Entire home/apt,15,0.58,Sydney
400,Entire home/apt,0,,Sydney
96,Entire home/apt,36,1.35,Sydney
251,Entire home/apt,0,,Sydney
90,Entire home/apt,84,3.02,Sydney
599,Entire home/apt,5,0.2,Sydney
199,Entire home/apt,17,0.64,Sydney
210,Entire home/apt,0,,Sydney
180,Entire home/apt,0,,Sydney
199,Entire home/apt,5,0.55,Sydney
350,Entire home/apt,2,0.08,Sydney
100,Entire home/apt,1,0.04,Sydney
123,Entire home/apt,18,0.65,Sydney
100,Entire home/apt,1,0.04,Sydney
35,Private room,7,0.27,Sydney
309,Entire home/apt,26,1.08,Sydney
130,Private room,7,0.26,Sydney
130,Entire home/apt,5,0.19,Sydney
100,Entire home/apt,57,2.08,Sydney
145,Entire home/apt,56,2.07,Sydney
109,Entire home/apt,7,0.26,Sydney
60,Private room,23,0.85,Sydney
670,Entire home/apt,1,0.04,Sydney
84,Private room,74,2.7,Sydney
100,Entire home/apt,9,0.32,Sydney
100,Entire home/apt,0,,Sydney
150,Entire home/apt,32,1.26,Sydney
75,Private room,60,2.15,Sydney
180,Entire home/apt,67,2.39,Sydney
550,Entire home/apt,1,0.09,Sydney
109,Entire home/apt,12,0.46,Sydney
699,Entire home/apt,10,0.4,Sydney
120,Entire home/apt,0,,Sydney
300,Entire home/apt,7,0.26,Sydney
275,Entire home/apt,10,0.38,Sydney
109,Private room,1,0.15,Sydney
275,Entire home/apt,68,2.51,Sydney
150,Entire home/apt,2,0.07,Sydney
1501,Entire home/apt,1,0.04,Sydney
39,Private room,21,0.76,Sydney
800,Entire home/apt,0,,Sydney
100,Private room,3,0.11,Sydney
75,Private room,18,0.66,Sydney
1849,Entire home/apt,0,,Sydney
165,Entire home/apt,2,0.07,Sydney
246,Entire home/apt,0,,Sydney
150,Entire home/apt,7,0.25,Sydney
90,Entire home/apt,1,0.09,Sydney
1300,Entire home/apt,0,,Sydney
1800,Entire home/apt,4,0.17,Sydney
350,Entire home/apt,25,0.95,Sydney
69,Private room,24,0.88,Sydney
750,Entire home/apt,1,0.04,Sydney
155,Entire home/apt,80,3.04,Sydney
180,Entire home/apt,14,0.52,Sydney
115,Entire home/apt,1,0.04,Sydney
750,Entire home/apt,0,,Sydney
60,Private room,44,1.67,Sydney
71,Private room,6,0.22,Sydney
76,Private room,11,0.4,Sydney
168,Entire home/apt,81,2.92,Sydney
100,Entire home/apt,38,1.64,Sydney
1501,Entire home/apt,0,,Sydney
114,Entire home/apt,72,4.38,Sydney
55,Private room,0,,Sydney
199,Entire home/apt,4,0.16,Sydney
145,Entire home/apt,98,3.59,Sydney
40,Private room,2,0.31,Sydney
496,Entire home/apt,7,0.26,Sydney
75,Private room,16,0.57,Sydney
54,Private room,1,0.04,Sydney
450,Entire home/apt,0,,Sydney
65,Private room,75,2.73,Sydney
900,Entire home/apt,0,,Sydney
199,Entire home/apt,12,0.48,Sydney
450,Entire home/apt,2,0.08,Sydney
150,Entire home/apt,0,,Sydney
179,Entire home/apt,0,,Sydney
100,Private room,61,2.25,Sydney
689,Entire home/apt,0,,Sydney
341,Entire home/apt,0,,Sydney
150,Entire home/apt,10,0.42,Sydney
220,Entire home/apt,1,0.04,Sydney
739,Entire home/apt,4,0.45,Sydney
199,Entire home/apt,2,0.08,Sydney
251,Entire home/apt,119,4.3,Sydney
2000,Entire home/apt,0,,Sydney
150,Private room,2,0.07,Sydney
90,Entire home/apt,6,0.22,Sydney
100,Entire home/apt,1,0.04,Sydney
73,Private room,0,,Sydney
249,Entire home/apt,90,3.56,Sydney
96,Private room,31,1.17,Sydney
65,Private room,7,0.3,Sydney
73,Private room,0,,Sydney
180,Entire home/apt,7,0.28,Sydney
300,Entire home/apt,3,0.12,Sydney
1400,Entire home/apt,0,,Sydney
165,Entire home/apt,4,3.64,Sydney
36,Private room,13,0.48,Sydney
30,Private room,14,0.51,Sydney
150,Entire home/apt,5,0.19,Sydney
199,Entire home/apt,5,0.21,Sydney
55,Private room,18,0.65,Sydney
150,Entire home/apt,56,2.01,Sydney
33,Private room,5,0.19,Sydney
78,Entire home/apt,0,,Sydney
550,Entire home/apt,0,,Sydney
800,Entire home/apt,1,0.09,Sydney
155,Entire home/apt,77,2.77,Sydney
550,Entire home/apt,4,0.15,Sydney
71,Private room,10,0.36,Sydney
180,Entire home/apt,43,3.32,Sydney
400,Entire home/apt,60,2.5,Sydney
156,Entire home/apt,1,0.04,Sydney
90,Private room,7,0.27,Sydney
60,Private room,56,2.08,Sydney
71,Private room,2,0.58,Sydney
119,Entire home/apt,50,1.87,Sydney
100,Private room,1,0.04,Sydney
217,Entire home/apt,59,2.16,Sydney
125,Entire home/apt,5,0.2,Sydney
815,Entire home/apt,0,,Sydney
55,Private room,2,0.38,Sydney
550,Entire home/apt,2,0.09,Sydney
100,Entire home/apt,83,3.04,Sydney
155,Entire home/apt,5,0.2,Sydney
89,Private room,5,0.18,Sydney
788,Entire home/apt,0,,Sydney
999,Entire home/apt,1,0.04,Sydney
199,Entire home/apt,100,3.6,Sydney
350,Entire home/apt,6,0.23,Sydney
400,Entire home/apt,0,,Sydney
159,Entire home/apt,107,3.92,Sydney
165,Private room,4,0.15,Sydney
174,Entire home/apt,6,0.23,Sydney
30,Shared room,6,0.22,Sydney
180,Entire home/apt,2,0.08,Sydney
60,Private room,3,0.11,Sydney
80,Private room,19,0.7,Sydney
375,Entire home/apt,2,0.09,Sydney
155,Entire home/apt,2,0.09,Sydney
950,Entire home/apt,2,0.08,Sydney
251,Entire home/apt,5,0.23,Sydney
215,Entire home/apt,1,0.04,Sydney
80,Private room,28,1.02,Sydney
109,Entire home/apt,1,0.04,Sydney
71,Private room,11,0.44,Sydney
496,Entire home/apt,2,0.07,Sydney
35,Private room,69,2.59,Sydney
198,Entire home/apt,1,0.04,Sydney
300,Private room,0,,Sydney
186,Entire home/apt,1,0.07,Sydney
161,Entire home/apt,28,1.03,Sydney
150,Entire home/apt,1,0.04,Sydney
850,Private room,41,1.48,Sydney
130,Entire home/apt,61,2.23,Sydney
120,Private room,0,,Sydney
1105,Entire home/apt,0,,Sydney
75,Private room,0,,Sydney
950,Entire home/apt,6,0.28,Sydney
138,Entire home/apt,3,0.19,Sydney
280,Entire home/apt,67,2.5,Sydney
84,Private room,10,0.37,Sydney
35,Private room,7,0.25,Sydney
161,Entire home/apt,4,0.18,Sydney
180,Entire home/apt,15,0.56,Sydney
55,Private room,9,0.36,Sydney
118,Entire home/apt,38,1.43,Sydney
1143,Entire home/apt,0,,Sydney
219,Entire home/apt,58,2.33,Sydney
109,Entire home/apt,16,0.63,Sydney
143,Entire home/apt,5,0.19,Sydney
446,Entire home/apt,3,0.13,Sydney
230,Entire home/apt,1,0.09,Sydney
191,Entire home/apt,4,0.52,Sydney
208,Entire home/apt,4,0.17,Sydney
154,Entire home/apt,6,0.29,Sydney
168,Entire home/apt,4,0.19,Sydney
230,Entire home/apt,4,1.79,Sydney
120,Entire home/apt,13,0.9,Sydney
280,Entire home/apt,58,2.18,Sydney
29,Private room,10,0.37,Sydney
251,Entire home/apt,4,0.15,Sydney
168,Entire home/apt,4,0.17,Sydney
109,Entire home/apt,17,0.86,Sydney
28,Private room,2,0.07,Sydney
310,Entire home/apt,0,,Sydney
65,Private room,15,0.57,Sydney
90,Entire home/apt,3,0.11,Sydney
150,Entire home/apt,8,0.48,Sydney
55,Private room,7,4.12,Sydney
98,Entire home/apt,30,1.09,Sydney
50,Private room,7,0.32,Sydney
2000,Entire home/apt,0,,Sydney
651,Entire home/apt,1,0.04,Sydney
199,Entire home/apt,13,0.49,Sydney
180,Entire home/apt,4,0.16,Sydney
399,Entire home/apt,6,0.23,Sydney
400,Entire home/apt,0,,Sydney
96,Entire home/apt,21,0.81,Sydney
800,Entire home/apt,0,,Sydney
120,Entire home/apt,21,0.78,Sydney
120,Entire home/apt,9,0.33,Sydney
100,Private room,27,1.05,Sydney
440,Private room,4,0.17,Sydney
98,Entire home/apt,6,0.22,Sydney
199,Entire home/apt,2,0.08,Sydney
599,Entire home/apt,0,,Sydney
651,Entire home/apt,0,,Sydney
150,Entire home/apt,6,0.25,Sydney
100,Private room,44,1.68,Sydney
79,Private room,0,,Sydney
48,Private room,5,0.18,Sydney
55,Private room,8,0.3,Sydney
310,Entire home/apt,0,,Sydney
249,Entire home/apt,3,0.13,Sydney
90,Private room,3,0.13,Sydney
545,Entire home/apt,0,,Sydney
55,Private room,6,0.22,Sydney
60,Private room,22,0.84,Sydney
65,Private room,2,0.08,Sydney
163,Entire home/apt,36,1.36,Sydney
109,Entire home/apt,0,,Sydney
209,Entire home/apt,7,0.35,Sydney
500,Entire home/apt,6,0.22,Sydney
251,Entire home/apt,114,4.25,Sydney
299,Entire home/apt,0,,Sydney
321,Entire home/apt,12,0.47,Sydney
450,Entire home/apt,0,,Sydney
161,Entire home/apt,29,1.18,Sydney
550,Entire home/apt,0,,Sydney
192,Entire home/apt,7,0.27,Sydney
170,Entire home/apt,2,0.08,Sydney
300,Entire home/apt,52,2.08,Sydney
96,Entire home/apt,2,0.07,Sydney
55,Private room,10,0.41,Sydney
